ppd_id,PlanName,EEGroupID,TierID,fy,source_InvestmentReturn,notes_InvestmentReturn,initials_InvestmentReturn,InvestmentReturn_1yr,InvestmentReturn_2yr,InvestmentReturn_3yr,InvestmentReturn_4yr,InvestmentReturn_5yr,InvestmentReturn_7yr,InvestmentReturn_8yr,InvestmentReturn_10yr,InvestmentReturn_12yr,InvestmentReturn_15yr,InvestmentReturn_20yr,InvestmentReturn_25yr,InvestmentReturn_30yr,InvestmentReturn_LongTerm,InvestmentReturn_LTStartYear,GrossReturns,GeoReturn_est,GeoGrowth_est,InvestmentReturn_1yr_est,InvestmentReturn_5yr_est,InvestmentReturn_10yr_est
5,Arizona Public Safety Personnel,0,0,2008,pg 62,,cmg,-.072700001,,.055599999,,.080899999,,,.039100002,,,.088999994,,,,,,.013206187,.011106639,0,0,0
5,Arizona Public Safety Personnel,0,0,2009,pg 46,,cmg,-.17729999,,-.037,,.0109,,,.0026,,,.071199998,,,,,1,-.0099727949,.0091374321,0,0,0
5,Arizona Public Safety Personnel,0,0,2010,pg 51,,cmg,.1347,,-.0469,,.0188,,,.0036000002,,,,,,,,1,.0036228055,.010368245,0,0,0
5,Arizona Public Safety Personnel,0,0,2011,pg 53,,jp,.1737,,.0309,,.035300002,,,.038800001,,,,,,,,1,.018007834,.012169208,0,0,0
5,Arizona Public Safety Personnel,0,0,2012,pg 53,,JFP,-.0079000005,,.097299993,,.0016,,,.055100001,,,,,,,,1,.015823247,.012073071,0,0,0
5,Arizona Public Safety Personnel,0,0,2013,pg 55,,JFP,.10640001,,.088199995,,.037500001,,,.058899999,,,,,,,,1,.022519344,.013357647,0,0,0
5,Arizona Public Safety Personnel,0,0,2014,pg 51,,DV,.1328,,.076499999,,.1068,,,.057700001,,,,,,,,,.030027449,.015131542,0,0,0
5,Arizona Public Safety Personnel,0,0,2015,2015 Plan CAFR p 96,,JT,.036800001,,.092200004,,.086899996,,,.052199997,,,,,,,,1,.030477572,.015688382,0,0,0
5,Arizona Public Safety Personnel,0,0,2016,2016 Plan CAFR p 76,,TP,.0063,,.057100002,,.054000001,,,.044499997,,,,,,,,,.0289496,.01578722,0,0,0
6,Arizona SRS,0,0,2001,page 60,,kmc,-.067000002,,.061999999,,.119,,,.126,,,,,,,,,-.067000002,.0093300007,0,0,0
6,Arizona SRS,0,0,2002,page 77,,kmc,-.081999995,,-.02,,.059,,,.102,,,,,,,,,-.074530393,.0085649397,0,0,0
6,Arizona SRS,0,0,2003,page 65,,kmc,.024,,-.043000001,,.024,,,.086999997,,,,,,,,,-.042788092,.0087704984,0,0,0
6,Arizona SRS,0,0,2004,page 65,,kmc,.175,,.033,,.025,,,.11,,,,,,,,,.0075475168,.010305336,0,0,0
6,Arizona SRS,0,0,2005,page 61,,kmc,.085000001,,.092,,.022,,,.093999997,,,,,,,,,.02258255,.011181289,0,0,0
6,Arizona SRS,0,0,2006,page 63,,JFP,.098000005,,.118,,.055999998,,,,,,,,,.108,1975,,.03478241,.012277056,0,0,0
6,Arizona SRS,0,0,2007,page 63,,kmc,.17799999,,.119,,.11,,,.083999999,,,,,,.11,1975,,.054123174,.014462372,0,0,0
6,Arizona SRS,0,0,2008,page 69,,kmc,-.075999998,,.061000001,,.088,,,.055,,,,,,.10399999,1975,,.03690492,.013363231,0,0,0
6,Arizona SRS,0,0,2009,page 69,,kmc,-.18100001,,-.037999999,,.012,,,.018999999,,,,,,.094999999,1975,,.010078305,.010944487,0,0,0
6,Arizona SRS,0,0,2010,page 73,,kmc,.14910001,,-.046999998,,.023,,,.023,,,,,,.096000001,1975,,.023187725,.012576309,0,0,0
6,Arizona SRS,0,0,2011,page 53,,jp,.24600001,,.051999997,,.048,,,.051999997,,,,,,.1,1975,1,.041678619,.015670082,0,0,0
6,Arizona SRS,0,0,2012,page 86,,JFP,.012999999,,.132,,.017999999,,,.063000001,,,,,,.098000005,1975,1,.039258037,.015873792,0,0,0
6,Arizona SRS,0,0,2013,page 84,,JFP,.131,,.126,,.059,,,.074000001,,,,,,.098000005,1975,1,.046042871,.01795326,0,0,0
6,Arizona SRS,0,0,2014,page 84,,DV,.186,,.108,,.142,,,.075000003,,,,,,,,,.055467483,.021292565,0,0,0
6,Arizona SRS,0,0,2015,2015 CAFR p 13,,TP,.032000002,,.11399999,,.118,,,.068999998,,,,,,.098999999,1975,,.053886514,.021973927,0,0,0
6,Arizona SRS,0,0,2016,2016 CAFR p 18,,,.0060000001,,.071000002,,.071000002,,,.068999998,,,,,,.096000001,1975,,.050827924,.022105772,0,0,0
7,Arkansas PERS,0,0,2001,pg 44,,cmg,-.038199998,,.044099998,,.087700002,,,,,,,,,,,,-.038199998,.0096180001,0,0,0
7,Arkansas PERS,0,0,2002,pg 49,,cmg,-.057399999,,-.0026,,.044599999,,,,,,,,,,,,-.047848396,.009065927,0,0,0
7,Arkansas PERS,0,0,2003,pg 48,,cmg,.055300001,,-.0146,,.0252,,,,,,,,,,,,-.014637458,.0095672728,0,0,0
7,Arkansas PERS,0,0,2004,pg 48,,cmg,.134,,.040999997,,.034899998,,,,,,,,,,,,.020587631,.010849288,0,0,0
7,Arkansas PERS,0,0,2005,pg 43,,cmg,.098500006,,.0955,,.035599999,,,,,,,,,,,,.035714969,.011917941,0,0,0
7,Arkansas PERS,0,0,2006,pg 43,,cmg,.1224,,.1182,,.0682,,,,,,,,,,,0,.049682975,.013376699,0,0,0
7,Arkansas PERS,0,0,2007,pg 43,,cmg,.18010001,,.13319999,,.1173,,,,,,,,,,,0,.067392044,.015785841,0,0,0
7,Arkansas PERS,0,0,2008,pg 45,,cmg,-.044499997,,.081699997,,.095299996,,,,,,,,,,,0,.052718617,.015083372,0,0,0
7,Arkansas PERS,0,0,2009,pg 43,,cmg,-.20889999,,-.0374,,.019199999,,,,,,,,,,,0,.019824719,.011932455,0,0,0
7,Arkansas PERS,0,0,2010,pg 43,,cmg,.1195,,-.054200001,,.0231,,,.02937923,,,,,,,,0,.029379206,.013358383,0,0,1
7,Arkansas PERS,0,0,2011,pg 44,,jp,.25999999,,.0372,,.046999998,,,.057557452,,,,,,,,0,.048471831,.016831562,0,0,1
7,Arkansas PERS,0,0,2012,pg 63,,JFP,-.0033000002,,.12029999,,.012200001,,,.063475944,,,,,,,,0,.044056676,.01677602,0,0,1
7,Arkansas PERS,0,0,2013,pg 70,,JFP,.1558,,.1328,,.051799998,,,.07319428,,,,,,,,0,.052254744,.019389722,0,0,1
7,Arkansas PERS,0,0,2014,pg 103,,JFP,.19680001,,.11359999,,.1426,,,.078994423,,,,,,,,0,.061973792,.023205621,0,0,1
7,Arkansas PERS,0,0,2015,2015 Plan CAFR p 89,,JT,.024500001,,.1232,,.1225,,,.0714956,,,,,,,,0,.059433438,.023774158,0,0,1
7,Arkansas PERS,0,0,2016,2016 Plan CAFR p 84,,LO,.003,,.072099999,,.072899997,,,.059511602,,,,,,,,,.055815123,.023845479,0,0,1
8,Arkansas Teachers,0,0,2001,page 37,,kmc,-.029000001,,.058000002,,.108,,,,,,,,,,,,-.029000001,.0097099999,0,0,0
8,Arkansas Teachers,0,0,2002,page 40,,kmc,-.061999999,,-.0060000001,,.050999999,,,,,,,,,,,,-.045642626,.0091079799,0,0,0
8,Arkansas Teachers,0,0,2003,page 38,,kmc,.02,,-.025,,.024,,,,,,,,,,,,-.024245089,.0092901401,0,0,0
8,Arkansas Teachers,0,0,2004,page 37,,kmc,.177,,.040999997,,.035,,,,,,,,,,,,.022585606,.010934494,0,0,0
8,Arkansas Teachers,0,0,2005,page 38,,kmc,.093999997,,.093000002,,.035,,,,,,,,,,,,.036485437,.011962336,0,0,0
8,Arkansas Teachers,0,0,2006,page 38,,kmc,.124,,.13600001,,.068999998,,,,,,,,,,,,.05058305,.013445667,0,0,0
8,Arkansas Teachers,0,0,2007,page 38,,kmc,.191,,.14,,.12100001,,,,,,,,,,,,.069580413,.01601379,0,0,0
8,Arkansas Teachers,0,0,2008,page 40,,kmc,-.037,,.074000001,,.11,,,,,,,,,,,,.055638079,.015421279,0,0,0
8,Arkansas Teachers,0,0,2009,page 46,,kmc,-.18000001,,-.02,,.032000002,,,,,,,,,,,,.026422177,.012645449,0,0,0
8,Arkansas Teachers,0,0,2010,page 46,,cmg,.13500001,,-.035999998,,.037,,,.036795273,,,,,,,,,.036795273,.014352584,0,0,1
8,Arkansas Teachers,0,0,2011,page 47,,jp,.22299999,,.044,,.055,,,.060995962,,,,,,,,,.052480921,.01755321,0,0,1
8,Arkansas Teachers,0,0,2012,page 47,,JFP,-.0089999996,,.112,,.017000001,,,.066843748,,,,,,,,,.047214989,.017395232,0,0,1
8,Arkansas Teachers,0,0,2013,page 47,,JFP,.14300001,,.115,,.051999997,,,.079059564,,,,,,,,,.054289121,.01988275,0,0,1
8,Arkansas Teachers,0,0,2014,2014 Pension CAFR p 44,,AW,.19,,.10399999,,.133,,,.081,,,,,,,,,.063447259,.023660472,0,0,0
8,Arkansas Teachers,0,0,2015,2015 Pension CAFR p 42,,CM,.051999997,,.127,,.117,,,.075999998,,,,,,,,,.062680252,.024890816,0,0,0
8,Arkansas Teachers,0,0,2016,2016 Pension CAFR p 23,Check data: Page is blurred,TP,.017999999,,.074000001,,.071000002,,,.083000004,,,,,,,,,.059831157,.025338851,0,0,0
9,California PERF,0,0,2001,pg 71,,cmg,-.071999997,,.049000002,,.10600001,,,,,,,,,,,1,-.071999997,.0092799999,0,0,0
9,California PERF,0,0,2002,pg 78,,cmg,-.061000001,,-.012,,.053000003,,,.093000002,,,,,,,,1,-.066516206,.0087139197,0,0,0
9,California PERF,0,0,2003,pg 82,,cmg,.037,,-.033,,.024,,,.081999995,,,,,,,,1,-.03321306,.0090363352,0,0,0
9,California PERF,0,0,2004,pg 81,,cmg,.16600001,,.043000001,,.030999999,,,.096999995,,,,,,,,1,.013147597,.010536367,0,0,0
9,California PERF,0,0,2005,pg 87,,cmg,.123,,.107,,.034000002,,,.093000002,,,,,,,,1,.034222845,.01183234,0,0,0
9,California PERF,0,0,2006,pg 78,,cmg,.118,,.138,,.075000003,,,.090000004,,,,,,,,1,.047736496,.013228556,0,0,0
9,California PERF,0,0,2007,pg 93,,cmg,.191,,.146,,.12800001,,,.091000006,,,,,,,,1,.067095913,.01575521,0,0,0
9,California PERF,0,0,2008,pg 95,,cmg,-.050999999,,.081,,.107,,,.064999998,,,,,,,,1,.051565431,.014951694,0,0,0
9,California PERF,0,0,2009,pg 91,,cmg,-.23999999,,.049000002,,.016000001,,,.023,,,,,,,,1,.014301602,.011363288,0,0,0
9,California PERF,0,0,2010,pg 97,,cmg,.133,,-.064999998,,.017000001,,,.025999999,,,,,,,,1,.025589086,.012874604,0,0,0
9,California PERF,0,0,2011,pg 93,,jp,.21700001,,.015,,.034000002,,,.054000001,,,,,,,,1,.041668426,.015668394,0,0,0
9,California PERF,0,0,2012,pg 103,,JFP,.001,,.11399999,,-.001,,,.061000001,,,,,,,,1,.038217187,.015684063,0,0,0
9,California PERF,0,0,2013,pg 113,,JFP,.132,,.11300001,,.035,,,.071000002,,,,,,,,1,.045146827,.017754359,0,0,0
9,California PERF,0,0,2014,pg 114,,dv,.184,,.10399999,,.125,,,.071999997,,,,,,,,,.054500785,.021021161,0,0,0
9,California PERF,0,0,2015,2015 CAFR p 107,,TP,.024,,.109,,.107,,,.061999999,,,,,,,,,.052439429,.02152567,0,0,0
9,California PERF,0,0,2016,2016 CAFR p 103,,LO,.0060000001,,.068999998,,.068000004,,,.050999999,,,,,,,,,.049475163,.021654822,0,0,0
10,California Teachers,0,0,2001,page 45,,kmc,-.091200002,,.050999999,,.097900003,,,.1063,,,,,,,,,-.091200002,.0090880003,0,0,0
10,California Teachers,0,0,2002,page 48,,kmc,-.059499998,,-.0124,,.050300002,,,.085100003,,,,,,,,,-.075485855,.0085472642,0,0,0
10,California Teachers,0,0,2003,page 51,,kmc,.0341,,-.0403,,.024600001,,,.0748,,,,,,,,,-.040312394,.0088387253,0,0,0
10,California Teachers,0,0,2004,page 45,,kmc,.17379999,,.045100003,,.0317,,,.091499999,,,,,,,,,.009243452,.010374896,0,0,0
10,California Teachers,0,0,2005,page 51,,kmc,.1109,,.10479999,,.028800001,,,.086400002,,,,,,,,,.028801873,.011525473,0,0,0
10,California Teachers,0,0,2006,page 51,,kmc,.1321,,.13859999,,.075000003,,,.086400002,,,,,,,,,.045339242,.013047988,0,0,0
10,California Teachers,0,0,2007,page 61,,kmc,.21030001,,.1507,,.13079999,,,.089700006,,,,,,,,,.067451321,.015791979,0,0,0
10,California Teachers,0,0,2008,page 67,,kmc,-.036899999,,.097200006,,.1149,,,.068700001,,,,,,,,,.053812858,.015209255,0,0,0
10,California Teachers,0,0,2009,page 69,,kmc,-.25030002,,-.043899998,,.019299999,,,.0255,,,,,,,,,.014688708,.011402378,0,0,0
10,California Teachers,0,0,2010,page 75,,kmc,.122,,-.0678,,.021300001,,,.025,,,,,,,,,.024940915,.012793468,0,0,0
10,California Teachers,0,0,2011,page 87,,jp,.23100001,,.0117,,.038399998,,,.056599997,,,,,,,,,.042153012,.01574876,0,0,0
10,California Teachers,0,0,2012,page 91,,JFP,.0184,,.1204,,.0031000001,,,.065099999,,,,,,,,,.040152606,.016038537,0,0,0
10,California Teachers,0,0,2013,page 97,,MGN,.138,,.1257,,.0372,,,.075300001,,,,,,,,,.047370985,.018251855,0,0,0
10,California Teachers,0,0,2014,page 135,,dv,.1866,,.1121,,.13689999,,,.076499999,,,,,,,,,.056749959,.021657651,0,0,0
10,California Teachers,0,0,2015,2015 Plan CAFR p 95,,JT,.047699999,,.1226,,.12140001,,,.070199996,,,,,,,,0,.056144204,.022690721,0,0,0
10,California Teachers,0,0,2016,2016 Plan CAFR p 100,,LO,.0135,,.078099996,,.076499999,,,.0559,,,,,,,,,.053427137,.022997046,0,0,0
11,Chicago Teachers,0,0,2001,pg 44,,cmg,-.0147,,.1112,,.061799999,,,-.0147,,,,,,,,,-.0147,.0098529998,0,0,0
11,Chicago Teachers,0,0,2002,pg 52,,cmg,-.0328,,.0152,,.064800002,,,.1001,,,,,,,,,-.023791946,.0095298216,0,0,0
11,Chicago Teachers,0,0,2003,pg 47,,cmg,.039999999,,-.0027999999,,.037900001,,,.089700006,,,,,,,,,-.0029750266,.0099110147,0,0,0
11,Chicago Teachers,0,0,2004,pg 49,,cmg,.15000001,,.050000001,,.046,,,.105,,,,,,,,,.033246607,.011397667,0,0,0
11,Chicago Teachers,0,0,2005,pg 51,,cmg,.108,,.098000005,,.048,,,.096999995,,,,,,,,,.047782503,.012628615,0,0,0
11,Chicago Teachers,0,0,2006,pg 47,,cmg,.107,,.12100001,,.071999997,,,.092,,,,,,,,,.057427388,.013979876,0,0,0
11,Chicago Teachers,0,0,2007,pg 49,,cmg,.177,,.13,,.115,,,.090000004,,,,,,,,,.073735006,.016454315,0,0,0
11,Chicago Teachers,0,0,2008,pg 53,,cmg,-.053000003,,.072999999,,.094999999,,,.066,,,,,,,,,.057009086,.015582236,0,0,0
11,Chicago Teachers,0,0,2009,pg 51,,cmg,-.22399999,,-.046999998,,.012,,,.029000001,,,,,,,,,.021329137,.012091815,0,0,0
11,Chicago Teachers,0,0,2010,pg 57,,jp,.134,,-.061000001,,.014,,,.029000001,,,,,,,,,.032073092,.013712117,0,0,0
11,Chicago Teachers,0,0,2011,pg 57,,jp,.248,,.033,,.041999999,,,.056999996,,,,,,,,0,.050052058,.017112724,0,0,0
11,Chicago Teachers,0,0,2012,pg 57,,JFP,.0060000001,,.126,,.0099999998,,,.061000001,,,,,,,,0,.046308514,.017215399,0,0,0
11,Chicago Teachers,0,0,2013,CAFR p 53,,MGN,.133,,.124,,.046,,,.07,,,,,,,,0,.052734856,.019505048,0,0,0
11,Chicago Teachers,0,0,2014,CAFR p 59,,JFP,.184,,.105,,.138,,,.072999999,,,,,,,,0,.061608028,.023093976,0,0,0
11,Chicago Teachers,0,0,2015,2015 Plan CAFR p 60,,JT,.035,,.116,,.117,,,.066,,,,,,,,,.059813071,.023902265,0,0,0
11,Chicago Teachers,0,0,2016,2016 Plan CAFR p 73,,LO,.0049999999,,.071999997,,.07,,,.055999998,,,,,,,,,.056301318,.024021778,0,0,0
12,City of Austin ERS,0,0,2001,p.57 of 2003,,,-.061000001,,,,,,,,,,,,,,,,-.061000001,.0093900003,0,0,0
