ppd_id,fy,EEGroupID,TierID,source_GASBAssumptions,notes_GASBAssumptions,ActCostMeth_GASB,AssetValMeth_GASB,FundingMeth_GASB,InflationAssumption_GASB,InvestmentReturnAssumption_GASB,ActCostMethCode_GASB,AssetValMethCode_GASB,AssetSmoothingPeriod_GASB,FundingMethCode1_GASB,FundingMethCode2_GASB,UAALAmortPeriod_GASB,BlendedDiscountRate,ActValDate_GASBAssumptions
26,2012,5,0,,,,,,,,,,,,,,,
33,2012,4,0,,,,,,,,,,,,,,,
33,2012,2,0,,,,,,,,,,,,,,,
33,2012,3,0,,,,,,,,,,,,,,,
33,2012,1,0,,,,,,,,,,,,,,,
35,2012,3,0,,,,,,,,,,,,,,,
35,2012,2,0,,,,,,,,,,,,,,,
35,2012,4,0,,,,,,,,,,,,,,,
35,2012,1,0,,,,,,,,,,,,,,,
36,2012,1,0,,,,,,,,,,,,,,,
36,2012,2,0,,,,,,,,,,,,,,,
38,2012,4,0,,,,,,,,,,,,,,,
38,2012,3,0,,,,,,,,,,,,,,,
38,2012,2,0,,,,,,,,,,,,,,,
38,2012,5,0,,,,,,,,,,,,,,,
38,2012,1,0,,,,,,,,,,,,,,,
39,2012,1,0,,,,,,,,,,,,,,,
39,2012,2,0,,,,,,,,,,,,,,,
39,2012,3,0,,,,,,,,,,,,,,,
40,2012,2,0,,,,,,,,,,,,,,,
40,2012,1,0,,,,,,,,,,,,,,,
40,2012,3,0,,,,,,,,,,,,,,,
53,2012,3,0,,,,,,,,,,,,,,,
53,2012,4,0,,,,,,,,,,,,,,,
53,2012,5,0,,,,,,,,,,,,,,,
53,2012,2,0,,,,,,,,,,,,,,,
53,2012,1,0,,,,,,,,,,,,,,,
54,2012,1,0,,,,,,,,,,,,,,,
54,2012,2,0,,,,,,,,,,,,,,,
54,2012,3,0,,,,,,,,,,,,,,,
56,2012,2,0,,,,,,,,,,,,,,,
56,2012,1,0,,,,,,,,,,,,,,,
58,2012,2,0,,,,,,,,,,,,,,,
58,2012,1,0,,,,,,,,,,,,,,,
59,2012,1,0,,,,,,,,,,,,,,,
59,2012,3,0,,,,,,,,,,,,,,,
59,2012,2,0,,,,,,,,,,,,,,,
71,2012,1,0,,,,,,,,,,,,,,,
71,2012,2,0,,,,,,,,,,,,,,,
72,2012,1,0,,,,,,,,,,,,,,,
72,2012,2,0,,,,,,,,,,,,,,,
80,2012,2,0,,,,,,,,,,,,,,,
80,2012,3,0,,,,,,,,,,,,,,,
80,2012,1,0,,,,,,,,,,,,,,,
80,2012,4,0,,,,,,,,,,,,,,,
85,2012,6,0,,,,,,,,,,,,,,,
85,2012,4,0,,,,,,,,,,,,,,,
85,2012,2,0,,,,,,,,,,,,,,,
85,2012,3,0,,,,,,,,,,,,,,,
85,2012,5,0,,,,,,,,,,,,,,,
85,2012,1,0,,,,,,,,,,,,,,,
86,2012,2,0,,,,,,,,,,,,,,,
86,2012,1,0,,,,,,,,,,,,,,,
88,2012,2,0,,,,,,,,,,,,,,,
88,2012,1,0,,,,,,,,,,,,,,,
91,2012,3,0,,,,,,,,,,,,,,,
91,2012,1,0,,,,,,,,,,,,,,,
91,2012,2,0,,,,,,,,,,,,,,,
91,2012,4,0,,,,,,,,,,,,,,,
92,2012,3,0,,,,,,,,,,,,,,,
92,2012,4,0,,,,,,,,,,,,,,,
92,2012,2,0,,,,,,,,,,,,,,,
92,2012,1,0,,,,,,,,,,,,,,,
93,2012,4,0,,,,,,,,,,,,,,,
93,2012,1,0,,,,,,,,,,,,,,,
93,2012,3,0,,,,,,,,,,,,,,,
93,2012,2,0,,,,,,,,,,,,,,,
95,2012,2,0,,,,,,,,,,,,,,,
95,2012,1,0,,,,,,,,,,,,,,,
100,2012,3,0,,,,,,,,,,,,,,,
100,2012,2,0,,,,,,,,,,,,,,,
100,2012,1,0,,,,,,,,,,,,,,,
105,2012,2,0,,,,,,,,,,,,,,,
105,2012,1,0,,,,,,,,,,,,,,,
105,2012,3,0,,,,,,,,,,,,,,,
115,2012,1,0,,,,,,,,,,,,,,,
115,2012,2,0,,,,,,,,,,,,,,,
115,2012,3,0,,,,,,,,,,,,,,,
115,2012,4,0,,,,,,,,,,,,,,,
125,2012,5,0,,,,,,,,,,,,,,,
125,2012,3,0,,,,,,,,,,,,,,,
125,2012,4,0,,,,,,,,,,,,,,,
125,2012,2,0,,,,,,,,,,,,,,,
125,2012,6,0,,,,,,,,,,,,,,,
125,2012,1,0,,,,,,,,,,,,,,,
1,2001,0,0,,,Entry Age Normal,5-year smoothed market related value.,Level Percent Open,.045,.08,1,0,5,1,1,40,,30sep2001
1,2002,0,0,,,Entry Age Normal,5-year smoothed market related value.,Level Percent Open,.045,.08,1,0,5,1,1,40,,30sep2002
1,2003,0,0,,,Entry Age Normal,5-year smoothed market related value.,Level Percent Open,.045,.08,1,0,5,1,1,20,,30sep2003
1,2004,0,0,,,Entry Age Normal,5-year smoothed market related value.,Level Percent Open,.045,.08,1,0,5,1,1,20,,30sep2004
1,2005,0,0,,,Entry Age Normal,5-year smoothed market related value.,Level Percent Open,.045,.08,1,0,5,1,1,20,,30sep2005
1,2006,0,0,,,Entry Age Normal,5-year smoothed market related value.,Level Percent Open,.045,.08,1,0,5,1,1,20,,30sep2006
1,2007,0,0,,,Entry Age Normal,5-year smoothed market related value.,Level Percent Open,.045,.08,1,0,5,1,1,20,,30sep2007
1,2008,0,0,,,Entry Age Normal,5-year smoothed market related value.,Level Percent Open,.045,.08,1,0,5,1,1,30,,30sep2008
1,2009,0,0,,,Entry Age Normal,5-year smoothed market related value.,Level Percent Open,.045,.08,1,0,5,1,1,30,,30sep2009
1,2010,0,0,,,Entry Age Normal,5-year smoothed market related value.,Level Percent Open,.045,.08,1,0,5,1,1,30,,30sep2010
1,2011,0,0,,,Entry Age Normal,5-year smoothed market related value.,Level Percent Open,.03,.08,1,0,5,1,1,30,,30sep2011
1,2012,0,0,,,Entry Age Normal,Market Value.,Level Percent Open,.03,.08,1,1,,1,1,30,,30sep2012
1,2013,0,0,,,Entry Age Normal,Market Value.,Level Percent Closed,.03,.08,1,1,,1,3,30,,30sep2013
1,2014,0,0,,,Entry Age Normal,5-year market related value.,Level Percent Closed,.03,.08,1,1,5,1,3,29.8,.08,30sep2014
1,2015,0,0,,,Entry Age Normal,5-year smoothed market ,Level Percent Closed,.03,.08,1,0,5,1,3,30,.08,30sep2015
1,2016,0,0,,,Entry Age Normal,5-year smoothed market ,Level Percent Closed,.03,.08,1,0,5,1,3,29.9,.0775,30sep2016
2,2001,0,0,,,Entry Age Normal,5-year smoothed market related value.,Level Percent Open,.03,.08,1,0,5,1,1,10,,30jun2001
2,2002,0,0,,,Entry Age Normal,5-year smoothed market related value.,Level Percent Open,.045,.08,1,0,5,1,1,10,,30jun2002
2,2003,0,0,,,Entry Age Normal,5-year smoothed market related value.,Level Percent Open,.045,.08,1,0,5,1,1,10,,30jun2003
2,2004,0,0,,,Entry Age Normal,5-year smoothed market related value.,Level Percent Open,.045,.08,1,0,5,1,1,20,,30sep2004
2,2005,0,0,,,Entry Age Normal,5-year smoothed market related value.,Level Percent Open,.045,.08,1,0,5,1,1,20,,30sep2005
2,2006,0,0,,,Entry Age Normal,5-year smoothed market related value.,Level Percent Open,.045,.08,1,0,5,1,1,20,,30sep2006
2,2007,0,0,,,Entry Age Normal,5-year smoothed market related value.,Level Percent Open,.045,.08,1,0,5,1,1,20,,30sep2007
2,2008,0,0,,,Entry Age Normal,5-year smoothed market related value.,Level Percent Open,.045,.08,1,0,5,1,1,20,,30sep2008
2,2009,0,0,,,Entry Age Normal,5-year smoothed market related value.,Level Percent Open,.045,.08,1,0,5,1,1,30,,30sep2009
2,2010,0,0,,,Entry Age Normal,5-year smoothed market related value.,Level Percent Open,.045,.08,1,0,5,1,1,30,,30sep2010
2,2011,0,0,,,Entry Age Normal,5-year smoothed market related value.,Level Percent Open,.03,.08,1,0,5,1,1,30,,30sep2011
2,2012,0,0,,,Entry Age Normal,Market Value.,Level Percent Open,.03,.08,1,1,5,1,1,30,,30sep2012
2,2013,0,0,,,Entry Age Normal,5- market related value,Level Percent Closed,.03,.08,1,1,5,1,3,29.9,.08,30sep2013
2,2014,0,0,,,Entry Age Normal,5- market related value,Level Percent Closed,.03,.08,1,1,5,1,3,29.8,.08,30sep2014
2,2015,0,0,,,Entry Age Normal,5- market related value,Level Percent Closed,.03,.08,1,1,5,1,3,29.5,.08,30sep2015
2,2016,0,0,,,Entry Age Normal,5-year smoothed market related value.,Level Percent Closed,.03,.08,1,1,5,1,3,29.9,.0775,30sep2016
3,2001,0,0,,,Projected Unit Credit,no asset gain or loss for the fiscal year is recognized if the expected actuarial value of assets plus (minus) the outstanding balance of previously amortized amounts are within a 5% corridor of the market value of assets. Any amount outside this 5% corridor is set aside and applied to the employer rate as a level percentage of pay over twenty years under the 1% population projection scenario. Valuation assets cannot be outside the range of 80% to 120% of the market value of assets.,Level Dollar Open,.035,.0825,2,,,0,1,25,,30jun2001
3,2002,0,0,,,Projected Unit Credit,5-year smoothed market. 20% Corridor.,Level Percent Fixed,.035,.0825,2,0,5,1,2,25,,30jun2002
3,2003,0,0,,,Projected Unit Credit,5-year smoothed market. 20% Corridor.,Level Percent Fixed,.035,.0825,2,0,5,1,2,25,,30jun2003
3,2004,0,0,,,Projected Unit Credit,5-year smoothed market. 20% Corridor.,Level Percent Fixed,.035,.0825,2,0,5,1,2,25,,30jun2004
3,2005,0,0,,,Projected Unit Credit,5-year smoothed market. 20% Corridor.,Level Percent Fixed,.035,.0825,2,0,5,1,2,25,,30jun2005
3,2006,0,0,,,Entry Age Normal,5-year smoothed market. 20% Corridor.,Level Percent Fixed,.035,.0825,1,0,5,1,2,25,,30jun2006
3,2007,0,0,,,Entry Age Normal,5-year smoothed market. 20% Corridor.,Level Dollar Fixed,.035,.0825,1,0,5,0,2,25,,30jun2007
3,2008,0,0,,,Entry Age Normal,5-year smoothed market. 20% Corridor.,Level Dollar Fixed,.035,.0825,1,0,5,0,2,25,,30jun2008
3,2009,0,0,,,Entry Age Normal,5-year smoothed market. 20% Corridor.,Level Dollar Closed,.035,.0825,1,0,5,0,3,20,,30jun2009
3,2010,0,0,,,Entry Age Normal,5-year smoothed market. 20% Corridor.,Level Dollar Closed,.0312,.08,1,0,5,0,3,19,,30jun2010
3,2011,0,0,,,Entry Age Normal,5-year smoothed market. 20% Corridor.,Level Dollar Closed,.0312,.08,1,0,5,0,3,18,,30jun2011
3,2012,0,0,,,Entry Age Normal,5-year smoothed market. 20% Corridor.,Level Dollar Closed,.0312,.08,1,0,5,0,3,18,,30jun2012
3,2013,0,0,,,Entry Age Normal,5-year smoothed market. 20% Corridor.,Level Dollar Closed,.0312,.08,1,0,5,0,3,17,,30jun2013
3,2014,0,0,,,Entry Age Normal,5-year smoothed market. 20% Corridor.,Level Percent Closed,.0312,.08,1,0,5,1,3,25,.08,30jun2014
3,2015,0,0,,,Entry Age Normal,5-year smoothed market,Level Percent Closed,.0312,.08,1,0,5,1,3,25,.08,30jun2015
3,2016,0,0,,,Entry Age Normal,5-year smoothed market,Level Percent Closed,.0312,.08,1,0,5,1,3,25,.08,30jun2015
4,2001,0,0,,,Projected Unit Credit,In the development of valuation assets we use an expected investment return equal to the investment return assumption of 8.25%. The valuation assets are then compared to a 5% corridor around the market value of assets. Any amount below the corridor is a current deferred gain and any amount above the corridor is a current deferred loss. The outstanding balance of previously deferred amounts is determined. If both the outstanding balance and any current amount are deferred gains or losses the greater of the two is amortized. If one of either the outstanding balance or the current amount is a deferred gain and the other is deferred loss the difference is amortized. The amount amortized is applied to the employer contribution rate as a level percentage of the present value of pay over 20 years under the 1% population projection scenario. Valuation assets cannot be outside the range of 80% to 120% of the market value of assets. All assets are valued at market value. Assets are accounted for on an accrued basis and are taken directly from audited financial statements provided by KPMG LLP.ounts are within a 5% corridor of the market value of assets,Level Percent Fixed,.0325,.0825,2,,,1,2,25,,30jun2001
4,2002,0,0,,,Projected Unit Credit,5-year smoothed market. 20% Corridor.,Level Percent Fixed,.035,.0825,2,0,5,1,2,25,,30jun2002
4,2003,0,0,,,Projected Unit Credit,5-year smoothed market. 20% Corridor.,Level Percent Fixed,.035,.0825,2,0,5,1,2,25,,30jun2003
4,2004,0,0,,,Projected Unit Credit,5-year smoothed market. 20% Corridor.,Level Percent Fixed,.035,.0825,2,0,5,1,2,25,,30jun2004
4,2005,0,0,,,Projected Unit Credit,5-year smoothed market. 20% Corridor.,Level Percent Fixed,.035,.0825,2,0,5,1,2,25,,30jun2005
4,2006,0,0,,,Entry Age Normal,5-year smoothed market. 20% Corridor.,Level Percent Fixed,.035,.0825,1,0,5,1,2,25,,30jun2006
4,2007,0,0,,,Entry Age Normal,5-year smoothed market. 20% Corridor.,Level Dollar Fixed,.035,.0825,1,0,5,0,2,25,,30jun2007
4,2008,0,0,,,Entry Age Normal,5-year smoothed market. 20% Corridor.,Level Dollar Fixed,.035,.0825,1,0,5,0,2,25,,30jun2008
4,2009,0,0,,,Entry Age Normal,5-year smoothed market. 20% Corridor.,Level Dollar Closed,.035,.0825,1,0,5,0,3,19,,30jun2009
4,2010,0,0,,,Entry Age Normal,5-year smoothed market. 20% Corridor.,Level Dollar Closed,.0312,.08,1,0,5,0,3,19,,30jun2010
4,2011,0,0,,,Entry Age Normal,5-year smoothed market. 20% Corridor.,Level Dollar Closed,.0312,.08,1,0,5,0,3,18,,30jun2011
4,2012,0,0,,,Entry Age Normal,5-year smoothed market. 20% Corridor.,Level Dollar Closed,.0312,.08,1,0,5,0,3,18,,30jun2012
4,2013,0,0,,,Entry Age Normal,5-year smoothed market. 20% Corridor.,Level Dollar Closed,.0312,.08,1,0,5,0,3,17,,30jun2013
4,2014,0,0,,,Entry Age Normal,5-year smoothed market. 20% Corridor.,Level Percent Closed,.0312,.08,1,0,5,1,3,25,.08,30jun2014
4,2015,0,0,,,Entry Age Normal,5-year smoothed market,Level Percent Closed,.0312,.08,1,0,5,1,3,25,.08,30jun2015
4,2016,0,0,,,Entry Age Normal,5-year smoothed market,Level Percent Closed,.0312,.08,1,0,5,1,3,25,.08,30jun2015
5,2001,0,0,,,Entry Age Normal,Beginning 6-30-95 includes an amount for partial recognition of the difference between market value and book value of System assets amortized over a four-year period.,Level Percent Open,.055,.09,1,0,4,1,1,20,,30jun2001
5,2002,0,0,,,Entry Age Normal,Beginning 6-30-95 includes an amount for partial recognition of the difference between market value and book value of System assets amortized over a four-year period.,Level Percent Open,.055,.09,1,0,4,1,1,20,,30jun2002
5,2003,0,0,,,Entry Age Normal,Beginning 6-30-95 includes an amount for partial recognition of the difference between market value and book value of System assets amortized over a four-year period.,Level Percent Open,.055,.09,1,0,4,1,1,20,,30jun2003
5,2004,0,0,,,Entry Age Normal,A smoothed market value of assets was used for the June 30 2004 valuation.  This method spreads the difference between actual and expected investment return over seven years.  Prior to the June 30 2003 valuation (and after June 30 1995) the difference was spread over four years.,Level Percent Open,.0525,.0875,1,0,7,1,1,20,,30jun2004
5,2005,0,0,,,Entry Age Normal,A smoothed market value of assets was used for the June 30 2004 valuation.  This method spreads the difference between actual and expected investment return over seven years.  Prior to the June 30 2003 valuation (and after June 30 1995) the difference was spread over four years.,Level Percent Open,.05,.085,1,0,7,1,1,20,,30jun2005
5,2006,0,0,,,Projected Unit Credit,7-year smoothed market,Level Percent Open,.055,.085,2,0,7,1,1,30,,30jun2006
5,2007,0,0,,,Projected Unit Credit,7-year smoothed market value,Level Percent Closed,.055,.085,2,0,7,1,3,29,,30jun2007
5,2008,0,0,,,Projected Unit Credit,7-year smoothed market value,Level Percent Closed,.055,.085,2,0,7,1,3,28,,30jun2008
5,2009,0,0,,,Projected Unit Credit,7-year smoothed market value,Level Percent Closed,.055,.085,2,0,7,1,3,27,,30jun2009
5,2010,0,0,,,Projected Unit Credit,7-year smoothed market value,Level Percent Closed,.055,.085,2,0,7,1,3,26,,30jun2010
5,2011,0,0,,,Entry Age Normal,7-year smoothed market value. 20% corridor.,Level Percent Closed,.05,.0825,1,0,7,1,3,25,,30jun2011
5,2012,0,0,,,Entry Age Normal,7-year smoothed market value. 20% corridor.,Level Percent Closed,.05,.08,1,0,7,1,3,24,,30jun2012
5,2013,0,0,,,Entry Age Normal,7-year smoothed market value. 20% corridor.,Level Percent Closed,.045,.0785,1,0,7,1,3,23,,30jun2013
5,2014,0,0,,,Entry Age Normal,7-year smoothed market value. 20% corridor.,Level Percent Closed,.04,.0785,1,0,7,1,3,22,.0785,30jun2014
5,2015,0,0,,,Entry Age Normal,7-year smoothed market value. 20% corridor.,Level Percent Closed,.04,.0785,1,0,7,1,3,21,.0785,30jun2015
5,2016,0,0,,,Entry Age Normal,7-year smoothed market value. 20% corridor.,Level Percent Closed,.04,.075,1,0,7,1,3,20,.075,30jun2016
6,2001,0,0,,,Projected Unit Credit,five-year smoothed market value,Level Dollar Closed,.0425,.08,2,0,5,0,3,15,,30jun2001
6,2002,0,0,,,Projected Unit Credit,five-year smoothed market value,Level Dollar Closed,.0425,.08,2,0,5,0,3,15,,30jun2002
6,2003,0,0,,,Projected Unit Credit,The actuarial value of assets is the market value adjusted to phase in the recognition of investment gains and losses over a period of time.  For years prior to fiscal 2002 the period is five years.  For 2002 and later years the period is ten years.,Level Dollar Open,.0425,.08,2,0,10,0,1,30,,30jun2003
6,2004,0,0,,,Projected Unit Credit,The actuarial value of assets is the market value adjusted to phase in the recognition of investment gains and losses over a period of time.  For years prior to fiscal 2002 the period is five years.  For 2002 and later years the period is ten years.,Level Dollar Open,.0425,.08,2,0,10,0,1,30,,30jun2004
6,2005,0,0,,,Projected Unit Credit,The actuarial value of assets is the market value adjusted to phase in the recognition of investment gains and losses over a period of time.  For years prior to fiscal 2002 the period is five years.  For 2002 and later years the period is ten years.,Level Dollar Open,.0425,.08,2,0,10,0,1,30,,30jun2005
6,2006,0,0,,,Projected Unit Credit,The actuarial value of assets is the market value adjusted to phase in the recognition of investment gains and losses over a period of time.  For years prior to fiscal 2002 the period is five years.  For 2002 and later years the period is ten years.,Level Dollar Open,.0425,.08,2,0,10,0,1,30,,30jun2006
6,2007,0,0,,,Projected Unit Credit,The actuarial value of assets is the market value adjusted to phase in the recognition of investment gains and losses over a period of time.  For years prior to fiscal 2002 the period is five years.  For 2002 and later years the period is ten years.,Level Dollar Open,.0425,.08,2,0,10,0,1,30,,30jun2007
6,2008,0,0,,,Projected Unit Credit,The actuarial value of assets is equal to the market value of assets less a ten-year phase-in of the Excess (shortfall) between expected investment return and actual income.,Level Dollar Open,.0425,.08,2,0,10,0,1,30,,30jun2008
6,2009,0,0,,,Projected Unit Credit,The actuarial value of assets is equal to the market value of assets less a ten-year phase-in of the Excess (shortfall) between expected investment return and actual income.,Level Dollar Open,.0375,.08,2,0,10,0,1,30,,30jun2009
6,2010,0,0,,,Projected Unit Credit,The actuarial value of assets is equal to the market value of assets less a ten-year phase-in of the Excess (shortfall) between expected investment return and actual income.,Level Dollar Open,.0375,.08,2,0,10,0,1,30,,30jun2010
6,2011,0,0,,,Projected Unit Credit,10-year smoothed market.,Level Dollar Open,.0325,.08,2,0,10,0,1,30,,30jun2011
6,2012,0,0,,,Projected Unit Credit,10-year smoothed market.,Level Dollar Open,.0325,.08,2,0,10,0,1,30,,30jun2012
6,2013,0,0,,,Projected Unit Credit,10-year smoothed market.,Level Dollar Closed,.03,.08,2,0,10,0,3,30,,30jun2013
6,2014,0,0,,,Projected Unit Credit,10-year smoothed market.,Level Dollar Closed,.03,.08,2,0,10,0,3,30,.08,30jun2014
6,2015,0,0,,,Projected Unit Credit,10-year smoothed market.,Level Dollar Closed,.03,.08,2,0,10,0,3,30,.08,30jun2015
6,2016,0,0,,,Projected Unit Credit,10-year smoothed market.,Level Dollar Closed,.03,.08,2,0,10,0,3,30,,30jun2016
7,2001,0,0,,,Entry Age Normal,4-year smoothed market related value,Level Percent Closed,.045,.08,1,0,4,1,3,30,,30jun2001
7,2002,0,0,,,Entry Age Normal,4-year smoothed market,Level Percent Open,.04,.08,1,0,4,1,1,30,,30jun2002
7,2003,0,0,,,Entry Age Normal,4-year smoothed market,Level Percent Open,.04,.08,1,0,4,1,1,30,,30jun2003
7,2004,0,0,,,Entry Age Normal,4-year smoothed market,Level Percent Open,.04,.08,1,0,4,1,1,30,,30jun2004
7,2005,0,0,,,Entry Age Normal,4-year smoothed market,Level Percent Open,.04,.08,1,0,4,1,1,22,,30jun2005
7,2006,0,0,,,Entry Age Normal,4-year smoothed market,Level Percent Open,.04,.08,1,0,4,1,1,19.3,,30jun2006
7,2007,0,0,,,Entry Age Normal,4-year smoothed market,Level Dollar ,.04,.08,1,0,4,0,,18,,30jun2007
7,2008,0,0,,,Entry Age Normal,4-year smoothed market,Level Dollar ,.04,.08,1,0,4,0,,13.7,,30jun2008
7,2009,0,0,,,Entry Age Normal,4-year smoothed market,Level Dollar ,.04,.08,1,0,4,0,,30,,30jun2009
7,2010,0,0,,,Entry Age Normal,4-year smoothed market. 25% Corridor {New Plan}. Market Value {Old Plan}.,Level Dollar ,.04,.08,1,0,4,0,,27,,30jun2010
7,2011,0,0,,,Entry Age Normal,4-year smoothed market. 25% Corridor {New Plan}. Market Value {Old Plan}.,Level Dollar ,.04,.08,1,0,4,0,,26,,30jun2011
7,2012,0,0,,,Entry Age Normal,4-year smoothed market. 25% Corridor {New Plan}. Market Value {Old Plan}.,Level Dollar ,.04,.08,1,0,4,0,,25,,30jun2012
7,2013,0,0,,,Entry Age Normal,4-year smoothed market. 25% Corridor {New Plan}. Market Value {Old Plan}.,Level Dollar Closed,.04,.08,1,0,4,0,3,22,,30jun2013
7,2014,0,0,,,Entry Age Normal,4-year smoothed market. 25% Corridor {New Plan}. Market Value {Old Plan}.,Level Dollar Closed,.0375,.0775,1,0,4,0,3,21,.0775,30jun2014
7,2015,0,0,,,Entry Age Normal,4-year smoothed market. 25% Corridor,Level Percent Closed,.025,.075,1,0,4,1,3,25,.075,30jun2015
7,2016,0,0,,,Entry Age Normal,4-year smoothed market. 25% Corridor,Level Percent Closed,.025,.075,1,0,4,1,3,21,.075,30jun2016
8,2001,0,0,,,Entry Age Normal,4-year smoothed market,Level Percent ,.03,.08,1,0,4,1,,22,,30jun2001
8,2002,0,0,,,Entry Age Normal,4-year smoothed market,Level Percent ,.03,.08,1,0,4,1,,38,,30jun2002
8,2003,0,0,,,Entry Age Normal,4-year smoothed market,Level Percent ,.03,.08,1,0,4,1,,36,,30jun2003
8,2004,0,0,,,Entry Age Normal,4-year smoothed market,Level Percent ,,.08,1,0,4,1,,31,,30jun2004
8,2005,0,0,,,Entry Age Normal,4-year smoothed market,Level Percent ,,.08,1,0,4,1,,30,,30jun2005
8,2006,0,0,,,Entry Age Normal,4-year smoothed market,Level Percent ,,.08,1,0,4,1,,36,,30jun2006
8,2007,0,0,,,Entry Age Normal,4-year smoothed market,Level Percent ,,.08,1,0,4,1,,19.1,,30jun2007
8,2008,0,0,,,Entry Age Normal,4-year smoothed market,Level Percent ,,.08,1,0,4,1,,21,,30jun2008
8,2009,0,0,,,Entry Age Normal,4-year smoothed market,Level Percent ,,.08,1,0,4,1,,45.4,,30jun2009
8,2010,0,0,,,Entry Age Normal,4-year smoothed market. 20% Corridor.,Level Percent ,,.08,1,0,4,1,,52.4,,30jun2010
8,2011,0,0,,,Entry Age Normal,4-year smoothed market. 20% Corridor.,Level Percent ,,.08,1,0,4,1,,66,,30jun2011
8,2012,0,0,,,Entry Age Normal,4-year smoothed market. 20% Corridor.,Level Percent ,,.08,1,0,4,1,,100,,30jun2012
8,2013,0,0,,,Entry Age Normal,4-year smoothed market. 20% Corridor.,Level Percent ,,.08,1,0,4,1,,70,,30jun2013
8,2014,0,0,,,Entry Age Normal,4-year smoothed market. 20% Corridor.,Level Percent ,,.08,1,0,4,1,,39,.08,30jun2014
8,2015,0,0,,,Entry Age Normal,4-year smoothed market. 20% Corridor.,Level Percent Closed,,.08,1,0,4,1,3,30,.08,30jun2015
8,2016,0,0,,,Entry Age Normal,,Level Percent Closed,.0312,.08,1,,,1,3,25,,30jun2016
9,2001,0,0,,,Entry Age Normal,1/3 of the difference of the expected and actual investment experience,Level Percent Closed,.035,.0825,1,0,1,1,3,31,,30jun2001
9,2002,0,0,,,Entry Age Normal,1/3 of the difference of the expected and actual investment experience,Level Percent Closed,.035,.0825,1,0,1,1,3,30,,30jun2002
