ppd_id,PlanName,EEGroupID,EEGroupName_check,TierID,TierHireDate_check,BenefitID_FAS,fy_start,fy_end,Notes,AvgSalary_RetAge,AvgSalary_RetTenure,AvgSalary_RetPoints,AvgSalary_RetDate,AvgSalary_AveragingPeriod,AvgSalary_MonthYears,AvgSalary_HighestLast,AvgSalary_Consecutive,S,fy
1,Alabama ERS,4,ALL,2,,1,2012,9999,,,,,,3,0,1,,Within last 10 years,2012
1,Alabama ERS,4,ALL,2,,2,2012,9999,,,,,,5,0,1,,Within last 10 years,2012
2,Alabama TRS,0,ALL,1,,1,2012,9999,,,,,,3,0,1,,Within last 10 years,2012
2,Alabama TRS,0,ALL,2,,1,2012,9999,,,,,,5,0,1,,Within last 10 years,2012
3,Alaska PERS,1,General State and Local Gov. EE,1,,1,2012,9999,,,,,,3,0,1,1,,2012
3,Alaska PERS,1,General State and Local Gov. EE,2,,1,2012,9999,,,,,,3,0,1,1,,2012
3,Alaska PERS,1,General State and Local Gov. EE,3,,1,2012,9999,,,,,,5,0,1,1,,2012
3,Alaska PERS,2,State and Local Peace Officer/Fire EE,1,,1,2012,9999,,,,,,3,0,1,1,,2012
3,Alaska PERS,2,State and Local Peace Officer/Fire EE,2,,1,2012,9999,,,,,,3,0,1,1,,2012
3,Alaska PERS,2,State and Local Peace Officer/Fire EE,3,,1,2012,9999,,,,,,3,0,1,1,,2012
4,Alaska TRS,0,ALL,1,,1,2012,9999,,,,,,3,0,1,1,,2012
4,Alaska TRS,0,ALL,2,,1,2012,9999,,,,,,3,0,1,1,,2012
5,Arizona Public Safety,0,ALL,1,,1,2012,9999,,,,,,3,0,1,,Within last 20 years,2012
5,Arizona Public Safety,0,ALL,2,,1,2012,9999,,,,,,5,0,1,,Within last 20 years,2012
6,Arizona SRS,1,ALL,1,,1,2012,9999,,,,,,3,0,1,,,2012
6,Arizona SRS,1,ALL,2,,1,2012,9999,,,,,,5,0,1,,,2012
6,Arizona SRS,2,ALL,1,,1,2012,9999,,,,,,3,0,1,,,2012
6,Arizona SRS,2,ALL,2,,1,2012,9999,,,,,,5,0,1,,,2012
6,Arizona SRS,3,ALL,1,,1,2012,9999,,,,,,3,0,1,,,2012
6,Arizona SRS,3,ALL,2,,1,2012,9999,,,,,,5,0,1,,,2012
6,Arizona SRS,4,ALL,1,,1,2012,9999,,,,,,3,0,1,,,2012
6,Arizona SRS,4,ALL,2,,1,2012,9999,,,,,,5,0,1,,,2012
6,Arizona SRS,5,ALL,1,,1,2012,9999,,,,,,3,0,1,,,2012
6,Arizona SRS,5,ALL,2,,1,2012,9999,,,,,,5,0,1,,,2012
6,Arizona SRS,6,ALL,1,,1,2012,9999,,,,,,3,0,1,,,2012
6,Arizona SRS,6,ALL,2,,1,2012,9999,,,,,,5,0,1,,,2012
7,Arkansas PERS,1,General State and Local Employees,1,,1,2012,9999,,,,,,3,0,1,,,2012
7,Arkansas PERS,1,General State and Local Employees,2,,1,2012,9999,,,,,,3,0,1,,,2012
7,Arkansas PERS,1,General State and Local Employees,3,,1,2012,9999,,,,,,3,0,1,,,2012
7,Arkansas PERS,2,General Assembly,1,,1,2012,9999,,,,,,3,0,1,,,2012
7,Arkansas PERS,2,General Assembly,2,,1,2012,9999,,,,,,3,0,1,,,2012
7,Arkansas PERS,2,General Assembly,3,,1,2012,9999,,,,,,3,0,1,,,2012
7,Arkansas PERS,3,Judges,0,,1,2012,9999,,,,,,3,0,0,,,2012
9,California PERF,1,State Miscellaneous - Tier 1,1,1/1/1800,1,2012,9999,,,,,,12,1,1,1,,2012
9,California PERF,1,State Miscellaneous - Tier 1,2, 1/15/2011,1,2012,9999,,,,,,36,1,1,1,,2012
9,California PERF,2,State Miscellaneous - Tier 2,1,1/1/1800,1,2012,9999,,,,,,12,1,1,1,,2012
9,California PERF,2,State Miscellaneous - Tier 2,2, 1/15/2011,1,2012,9999,,,,,,36,1,1,1,,2012
9,California PERF,4,State Industrial - Tier 1,1,1/1/1800,1,2012,9999,,,,,,12,1,1,1,,2012
9,California PERF,4,State Industrial - Tier 1,2, 1/15/2011,1,2012,9999,,,,,,36,1,1,1,,2012
9,California PERF,5,State Industrial - Tier 2,1,1/1/1800,1,2012,9999,,,,,,12,1,1,1,,2012
9,California PERF,5,State Industrial - Tier 2,2, 1/15/2011,1,2012,9999,,,,,,36,1,1,1,,2012
9,California PERF,7,State Safety,1,1/1/1800,1,2012,9999,,,,,,12,1,1,1,,2012
9,California PERF,7,State Safety,2, 1/15/2011,1,2012,9999,,,,,,36,1,1,1,,2012
9,California PERF,8,State Peace Officers & Firefighters,1,1/1/1800,1,2012,9999,,,,,,12,1,1,1,,2012
9,California PERF,8,State Peace Officers & Firefighters,2, 1/15/2011,1,2012,9999,,,,,,36,1,1,1,,2012
9,California PERF,9,California Highway Patrol,1,1/1/1800,1,2012,9999,,,,,,12,1,1,1,,2012
9,California PERF,9,California Highway Patrol,2,10/31/2010,1,2012,9999,,,,,,36,1,1,1,,2012
9,California PERF,10,Schools,1,1/1/1800,1,2012,9999,,,,,,12,1,1,1,,2012
9,California PERF,11,Public Agency - Risk Pool 1 - Miscellaneous 2%@60,1,1/1/1800,1,2012,9999,,,,,,12,1,1,1,,2012
9,California PERF,12,Public Agency - Risk Pool 2 - Miscellaneous 2%@55,1,1/1/1800,1,2012,9999,,,,,,12,1,1,1,,2012
9,California PERF,13,Public Agency - Risk Pool 3 - Miscellaneous 2.5%@55,1,1/1/1800,1,2012,9999,,,,,,12,1,1,1,,2012
9,California PERF,14,Public Agency - Risk Pool 4 - Miscellaneous 2.7%@55,1,1/1/1800,1,2012,9999,,,,,,12,1,1,1,,2012
9,California PERF,15,Public Agency - Risk Pool 5 - Miscellaneous 3.0%@60,1,1/1/1800,1,2012,9999,,,,,,12,1,1,1,,2012
9,California PERF,16,Public Agency - Risk Pool 6 - Safety 2.0%@55,1,1/1/1800,1,2012,9999,,,,,,12,1,1,1,,2012
9,California PERF,17,Public Agency - Risk Pool 7 - Safety 2.0%@50,1,1/1/1800,1,2012,9999,,,,,,12,1,1,1,,2012
9,California PERF,18,Public Agency - Risk Pool 8 - Safety 3.0%@55,1,1/1/1800,1,2012,9999,,,,,,12,1,1,1,,2012
9,California PERF,19,Public Agency - Risk Pool 9 - Safety 3.0%@50,1,1/1/1800,1,2012,9999,,,,,,12,1,1,1,,2012
10,California Teachers,0,All,1,,1,2012,9999,,,,,,3,0,1,1,,2012
10,California Teachers,0,All,1,,2,2012,9999,,,25,,,1,0,1,,,2012
10,California Teachers,0,All,2,  1/1/2013,1,2012,9999,,,,,,3,0,1,1,,2012
11,Chicago TRS,0,All,1,,1,2012,9999,,,,,,4,0,1,1,,2012
11,Chicago TRS,0,All,2,  1/1/2011,1,2012,9999,,,,,,96,1,1,1,,2012
13,Colorado Municpal,0,General local government employees,1,,1,2012,9999,,,,,,3,0,1,,,2012
13,Colorado Municpal,0,General local government employees,2,,1,2012,9999,,,,,,3,0,1,,,2012
13,Colorado Municpal,0,General local government employees,3,,1,2012,9999,,,,,,3,0,1,,,2012
13,Colorado Municpal,0,General local government employees,4,,1,2012,9999,,,,,,3,0,1,,,2012
13,Colorado Municpal,0,General local government employees,5,,1,2012,9999,,,,,,3,0,1,,,2012
14,Colorado Schools,0,Teachers,2,,1,2012,9999,,,,,,3,0,1,,,2012
14,Colorado Schools,0,Teachers,3,,1,2012,9999,,,,,,3,0,1,,,2012
14,Colorado Schools,0,Teachers,4,,1,2012,9999,,,,,,3,0,1,,,2012
14,Colorado Schools,0,Teachers,5,,1,2012,9999,,,,,,3,0,1,,,2012
15,Colorado State,1,General state government employees,2,,1,2012,9999,,,,,,3,0,1,,,2012
15,Colorado State,1,General state government employees,3,,1,2012,9999,,,,,,3,0,1,,,2012
15,Colorado State,1,General state government employees,4,,1,2012,9999,,,,,,3,0,1,,,2012
15,Colorado State,1,General state government employees,5,,1,2012,9999,,,,,,3,0,1,,,2012
15,Colorado State,2,Police and Fire,2,,1,2012,9999,,,,,,3,0,1,,,2012
16,Connecticut SERS,1,General Employees-Tier I/Plan B,1,,1,2012,9999,,,,,,3,0,1,,,2012
16,Connecticut SERS,2,General Employees-Tier I/Plan C,1,,1,2012,9999,,,,,,3,0,1,,,2012
16,Connecticut SERS,3,General Employees-Tier II,1,,1,2012,9999,,,,,,3,0,1,,,2012
16,Connecticut SERS,3,General Employees-Tier II,2,,1,2012,9999,,,,,,3,0,1,,,2012
16,Connecticut SERS,3,General Employees-Tier II,3,,1,2012,9999,,,,,,3,0,1,,,2012
16,Connecticut SERS,3,General Employees-Tier II,4,,1,2012,9999,,,,,,3,0,1,,,2012
16,Connecticut SERS,3,General Employees-Tier II,5,,1,2012,9999,,,,,,3,0,1,,,2012
16,Connecticut SERS,3,General Employees-Tier II,6,,1,2012,9999,,,,,,3,0,1,,,2012
16,Connecticut SERS,3,General Employees-Tier II,7,,1,2012,9999,,,,,,3,0,1,,,2012
16,Connecticut SERS,3,General Employees-Tier II,8,,1,2012,9999,,,,,,3,0,1,,,2012
16,Connecticut SERS,4,General Employees-Tier IIA,1,,1,2012,9999,,,,,,3,0,1,,,2012
16,Connecticut SERS,4,General Employees-Tier IIA,2,,1,2012,9999,,,,,,3,0,1,,,2012
16,Connecticut SERS,4,General Employees-Tier IIA,3,,1,2012,9999,,,,,,3,0,1,,,2012
16,Connecticut SERS,4,General Employees-Tier IIA,4,,1,2012,9999,,,,,,3,0,1,,,2012
16,Connecticut SERS,4,General Employees-Tier IIA,5,,1,2012,9999,,,,,,3,0,1,,,2012
16,Connecticut SERS,4,General Employees-Tier IIA,6,,1,2012,9999,,,,,,3,0,1,,,2012
16,Connecticut SERS,4,General Employees-Tier IIA,7,,1,2012,9999,,,,,,3,0,1,,,2012
16,Connecticut SERS,4,General Employees-Tier IIA,8,,1,2012,9999,,,,,,3,0,1,,,2012
16,Connecticut SERS,5,General Employees-Tier III,1,,1,2012,9999,,,,,,5,0,1,,,2012
16,Connecticut SERS,6,Tier III/Hybrid,1,,1,2012,9999,,,,,,5,0,1,,,2012
16,Connecticut SERS,7,Hazardous Duty-Tier 1,1,,1,2012,9999,,,,,,3,0,1,,,2012
16,Connecticut SERS,8,Hazardous Duty-Tier II,1,,1,2012,9999,,,,,,3,0,1,,,2012
16,Connecticut SERS,9,Hazardous Duty-Tier IIA,1,,1,2012,9999,,,,,,3,0,1,,,2012
16,Connecticut SERS,9,Hazardous Duty-Tier IIA,2,,1,2012,9999,,,,,,3,0,1,,,2012
16,Connecticut SERS,9,Hazardous Duty-Tier IIA,3,,1,2012,9999,,,,,,3,0,1,,,2012
16,Connecticut SERS,9,Hazardous Duty-Tier IIA,4,,1,2012,9999,,,,,,3,0,1,,,2012
16,Connecticut SERS,9,Hazardous Duty-Tier IIA,5,,1,2012,9999,,,,,,3,0,1,,,2012
16,Connecticut SERS,9,Hazardous Duty-Tier IIA,6,,1,2012,9999,,,,,,3,0,1,,,2012
16,Connecticut SERS,9,Hazardous Duty-Tier IIA,7,,1,2012,9999,,,,,,3,0,1,,,2012
16,Connecticut SERS,9,Hazardous Duty-Tier IIA,8,,1,2012,9999,,,,,,3,0,1,,,2012
16,Connecticut SERS,10,Hazardous Duty-Tier III,1,,1,2012,9999,,,,,,5,0,1,,,2012
16,Connecticut SERS,11,Tier II/Hybrid,1,,1,2012,9999,,,,,,3,0,1,,,2012
16,Connecticut SERS,11,Tier II/Hybrid,2,,1,2012,9999,,,,,,3,0,1,,,2012
16,Connecticut SERS,11,Tier II/Hybrid,3,,1,2012,9999,,,,,,3,0,1,,,2012
16,Connecticut SERS,11,Tier II/Hybrid,4,,1,2012,9999,,,,,,3,0,1,,,2012
16,Connecticut SERS,11,Tier II/Hybrid,5,,1,2012,9999,,,,,,3,0,1,,,2012
16,Connecticut SERS,11,Tier II/Hybrid,6,,1,2012,9999,,,,,,3,0,1,,,2012
16,Connecticut SERS,11,Tier II/Hybrid,7,,1,2012,9999,,,,,,3,0,1,,,2012
16,Connecticut SERS,11,Tier II/Hybrid,8,,1,2012,9999,,,,,,3,0,1,,,2012
16,Connecticut SERS,12,Tier IIA/Hybrid,1,,1,2012,9999,,,,,,3,0,1,,,2012
16,Connecticut SERS,12,Tier IIA/Hybrid,2,,1,2012,9999,,,,,,3,0,1,,,2012
16,Connecticut SERS,12,Tier IIA/Hybrid,3,,1,2012,9999,,,,,,3,0,1,,,2012
16,Connecticut SERS,12,Tier IIA/Hybrid,4,,1,2012,9999,,,,,,3,0,1,,,2012
16,Connecticut SERS,12,Tier IIA/Hybrid,5,,1,2012,9999,,,,,,3,0,1,,,2012
16,Connecticut SERS,12,Tier IIA/Hybrid,6,,1,2012,9999,,,,,,3,0,1,,,2012
16,Connecticut SERS,12,Tier IIA/Hybrid,7,,1,2012,9999,,,,,,3,0,1,,,2012
16,Connecticut SERS,12,Tier IIA/Hybrid,8,,1,2012,9999,,,,,,3,0,1,,,2012
17,Connecticut Teachers,0,ALL,0,,1,2012,9999,,,,,,3,0,1,,,2012
19,D.C. P&F,1,ALL,1,,1,2012,9999,,,,,,1,0,1,,,2012
19,D.C. P&F,1,ALL,2,,1,2012,9999,,,,,,3,0,1,1,,2012
19,D.C. P&F,1,ALL,3,,1,2012,9999,,,,,,3,0,1,1,,2012
19,D.C. P&F,2,ALL,1,,1,2012,9999,,,,,,1,0,1,,,2012
19,D.C. P&F,2,ALL,2,,1,2012,9999,,,,,,3,0,1,1,,2012
19,D.C. P&F,2,ALL,3,,1,2012,9999,,,,,,3,0,1,1,,2012
20,D.C. Teachers,0,ALL,1,,1,2012,9999,,,,,,3,0,1,1,,2012
20,D.C. Teachers,0,ALL,2,,1,2012,9999,,,,,,3,0,1,1,,2012
26,Florida RS,1,Regular,1,1/1/1800,1,2012,9999,,,,,,5,0,1,,,2012
26,Florida RS,1,Regular,2,  7/1/2011,1,2012,9999,,,,,,8,0,1,,,2012
26,Florida RS,2,Senior Mgmt.,1,1/1/1800,1,2012,9999,,,,,,5,0,1,,,2012
26,Florida RS,2,Senior Mgmt.,2,  7/1/2011,1,2012,9999,,,,,,8,0,1,,,2012
26,Florida RS,3,Special Risk,1,1/1/1800,1,2012,9999,,,,,,5,0,1,,,2012
26,Florida RS,3,Special Risk,2,  7/1/2011,1,2012,9999,,,,,,8,0,1,,,2012
26,Florida RS,4,Special Risk Admin,1,1/1/1800,1,2012,9999,,,,,,5,0,1,,,2012
26,Florida RS,4,Special Risk Admin,2,  7/1/2011,1,2012,9999,,,,,,8,0,1,,,2012
26,Florida RS,5,Elected Officials,1,1/1/1800,1,2012,9999,,,,,,5,0,1,,,2012
26,Florida RS,5,Elected Officials,2,  7/1/2011,1,2012,9999,,,,,,8,0,1,,,2012
27,Georgia ERS,0,All,1,,1,2011,9999,,,,,,24,1,1,1,,2012
27,Georgia ERS,0,All,2,,1,2011,9999,,,,,,24,1,1,1,,2012
27,Georgia ERS,0,All,3,,1,2011,9999,,,,,,24,1,1,1,,2012
28,Georgia Teachers,0,ALL,0,,1,2012,9999,,,,,,2,0,1,1,,2012
31,Idaho PERS,1,ALL,0,,1,2012,9999,,,,,,42,1,1,1,,2012
31,Idaho PERS,2,ALL,0,,1,2012,9999,,,,,,42,1,1,1,,2012
31,Idaho PERS,3,ALL,0,,1,2012,9999,,,,,,42,1,1,1,,2012
33,Illinois SERS,1,General State Government Employees - SS covered,1,,1,2012,9999,,,,,,48,1,1,1,,2012
33,Illinois SERS,1,General State Government Employees - Non-SS covered,2,  1/1/2011,1,2012,9999,,,,,,8,0,0,1,,2012
33,Illinois SERS,2,General State Government Employees - SS covered,1,,1,2012,9999,,,,,,48,1,1,1,,2012
33,Illinois SERS,2,General State Government Employees - Non-SS covered,2,  1/1/2011,1,2012,9999,,,,,,8,0,0,1,,2012
33,Illinois SERS,3,General State Government Employees - SS covered,1,,1,2012,9999,,,,,,48,1,1,1,,2012
33,Illinois SERS,3,General State Government Employees - Non-SS covered,2,  1/1/2011,1,2012,9999,,,,,,8,0,0,1,,2012
33,Illinois SERS,4,General State Government Employees - SS covered,1,,1,2012,9999,,,,,,48,1,1,1,,2012
33,Illinois SERS,4,General State Government Employees - Non-SS covered,2,  1/1/2011,1,2012,9999,,,,,,8,0,0,1,,2012
34,Illinois TRS,0,All,1,,1,2012,9999,,,,,,4,0,1,1,,2012
34,Illinois TRS,0,All,2,  1/1/2011,2,2012,9999,,,,,,8,0,1,1,,2012
35,Illinois University Retirement System,1,All,1,,1,2012,9999,,,,,,4,0,1,1,,2012
35,Illinois University Retirement System,1,All,2,  7/1/2005,1,2012,9999,,,,,,4,0,1,1,,2012
35,Illinois University Retirement System,1,All,3,  1/1/2011,1,2012,9999,,,,,,8,0,1,1,,2012
35,Illinois University Retirement System,2,All,1,,1,2012,9999,,,,,,4,0,1,1,,2012
35,Illinois University Retirement System,2,All,2,  7/1/2005,1,2012,9999,,,,,,4,0,1,1,,2012
35,Illinois University Retirement System,2,All,3,  1/1/2011,1,2012,9999,,,,,,8,0,1,1,,2012
35,Illinois University Retirement System,3,All,1,,1,2012,9999,,,,,,4,0,1,1,,2012
35,Illinois University Retirement System,3,All,2,  7/1/2005,1,2012,9999,,,,,,4,0,1,1,,2012
35,Illinois University Retirement System,3,All,3,  1/1/2011,1,2012,9999,,,,,,8,0,1,1,,2012
35,Illinois University Retirement System,4,All,1,,1,2012,9999,,,,,,4,0,1,1,,2012
35,Illinois University Retirement System,4,All,2,  7/1/2005,1,2012,9999,,,,,,4,0,1,1,,2012
35,Illinois University Retirement System,4,All,3,  1/1/2011,1,2012,9999,,,,,,8,0,1,1,,2012
36,Indiana PERF,1,ALL,0,,1,2012,9999,,,,,,5,0,1,1,,2012
36,Indiana PERF,2,ALL,0,,1,2012,9999,,,,,,5,0,1,1,,2012
37,Indiana Teachers,0,ALL,0,,1,2012,9999,,,,,,5,0,1,0,,2012
38,Iowa PERS,1,Regular EE State,0,,1,2012,9999,,,,,1/1/1800,3,0,1,,,2012
38,Iowa PERS,1,Regular EE State,0,,2,2012,9999,,,,,  7/1/2012,5,0,1,,,2012
38,Iowa PERS,2,Regular EE School,0,,1,2012,9999,,,,,1/1/1800,3,0,1,,,2012
38,Iowa PERS,2,Regular EE School,0,,2,2012,9999,,,,,  7/1/2012,5,0,1,,,2012
38,Iowa PERS,3,Regular EE Other,0,,1,2012,9999,,,,,1/1/1800,3,0,1,,,2012
38,Iowa PERS,3,Regular EE Other,0,,2,2012,9999,,,,,  7/1/2012,5,0,1,,,2012
38,Iowa PERS,4,Sheriff and Deputies,0,,1,2012,9999,,,,,,3,0,1,,,2012
38,Iowa PERS,5,Protection,0,,1,2012,9999,,,,,,3,0,1,,,2012
39,Kansas PERS,1,ALL,1,,1,2012,9999,,,,,,3,0,1,,,2012
39,Kansas PERS,1,ALL,2,,1,2012,9999,,,,,,3,0,1,,,2012
39,Kansas PERS,1,ALL,3,,1,2012,9999,,,,,,5,0,1,,,2012
39,Kansas PERS,1,ALL,4,,1,2012,9999,,,,,,,,,,,2012
39,Kansas PERS,2,ALL,1,,1,2012,9999,,,,,,3,0,1,,,2012
39,Kansas PERS,2,ALL,2,,1,2012,9999,,,,,,3,0,1,,,2012
39,Kansas PERS,2,ALL,3,,1,2012,9999,,,,,,5,0,1,,,2012
39,Kansas PERS,2,ALL,4,,1,2012,9999,,,,,,,,,,,2012
39,Kansas PERS,3,ALL,1,,1,2012,9999,,,,,,3,0,1,,,2012
39,Kansas PERS,3,ALL,2,,1,2012,9999,,,,,,3,0,1,,,2012
39,Kansas PERS,3,ALL,3,,1,2012,9999,,,,,,5,0,1,,,2012
39,Kansas PERS,3,ALL,4,,1,2012,9999,,,,,,,,,,,2012
44,Louisiana SERS,1,Rank & File - Traditional DB ,1,,1,2012,9999,,,,,,36,1,1,1,,2012
44,Louisiana SERS,1,Rank & File - Traditional DB ,2,,2,2012,9999,,,,,,60,1,1,1,,2012
44,Louisiana SERS,1,Rank & File - Traditional DB ,3,,3,2012,9999,,,,,,60,1,1,1,,2012
44,Louisiana SERS,5,Corrections - Secondary ,1,,1,2012,9999,,,,,,36,1,1,1,,2012
44,Louisiana SERS,5,Corrections - Secondary ,2,,1,2012,9999,,,,,,36,1,1,1,,2012
44,Louisiana SERS,11,Hazardous Duty (Act 992),1,,1,2012,9999,,,,,,60,1,1,1,,2012
45,Louisiana TRS,1,Regular Teachers,1,,1,2012,9999,,,,,,36,1,1,1,,2012
45,Louisiana TRS,1,Regular Teachers,2,,1,2012,9999,,,,,,36,1,1,1,,2012
45,Louisiana TRS,1,Regular Teachers,3,,1,2012,9999,,,,,,60,1,1,1,,2012
45,Louisiana TRS,2,Higher Education,1,,1,2012,9999,,,,,,36,1,1,1,,2012
45,Louisiana TRS,2,Higher Education,2,,1,2012,9999,,,,,,36,1,1,1,,2012
45,Louisiana TRS,2,Higher Education,3,,1,2012,9999,,,,,,36,1,1,1,,2012
45,Louisiana TRS,2,Higher Education,4,,1,2012,9999,,,,,,36,1,1,1,,2012
45,Louisiana TRS,2,Higher Education,5,,1,2012,9999,,,,,,36,1,1,1,,2012
45,Louisiana TRS,2,Higher Education,6,,1,2012,9999,,,,,,36,1,1,1,,2012
45,Louisiana TRS,2,Higher Education,7,,1,2012,9999,,,,,,36,1,1,1,,2012
45,Louisiana TRS,2,Higher Education,8,,1,2012,9999,,,,,,36,1,1,1,,2012
45,Louisiana TRS,2,Higher Education,9,,1,2012,9999,,,,,,36,1,1,1,,2012
45,Louisiana TRS,2,Higher Education,10,,1,2012,9999,,,,,,36,1,1,1,,2012
45,Louisiana TRS,2,Higher Education,11,,1,2012,9999,,,,,,60,1,1,1,,2012
45,Louisiana TRS,3,Lunch Plan A,1,,1,2012,9999,,,,,,36,1,1,1,,2012
45,Louisiana TRS,3,Lunch Plan A,2,,1,2012,9999,,,,,,36,1,1,1,,2012
45,Louisiana TRS,3,Lunch Plan A,3,,1,2012,9999,,,,,,36,1,1,1,,2012
45,Louisiana TRS,3,Lunch Plan A,4,,1,2012,9999,,,,,,60,1,1,1,,2012
45,Louisiana TRS,4,Lunch Plan B,1,,1,2012,9999,,,,,,36,1,1,1,,2012
45,Louisiana TRS,4,Lunch Plan B,2,,1,2012,9999,,,,,,36,1,1,1,,2012
45,Louisiana TRS,4,Lunch Plan B,3,,1,2012,9999,,,,,,36,1,1,1,,2012
45,Louisiana TRS,4,Lunch Plan B,4,,1,2012,9999,,,,,,60,1,1,1,,2012
53,Michigan Public Schools,1,Basic: Option 1,0,,1,2012,9999,,,,,,5,0,1,1,,2012
53,Michigan Public Schools,2,Basic: Option 3,0,,1,2012,9999,,,,,,5,0,1,1,,2012
53,Michigan Public Schools,3,MIP: Option 1,1,,1,2012,9999,,,,,,3,0,1,1,,2012
53,Michigan Public Schools,3,MIP: Option 1,2,,1,2012,9999,,,,,,3,0,1,1,,2012
53,Michigan Public Schools,3,MIP: Option 1,3,,1,2012,9999,,,,,,3,0,1,1,,2012
53,Michigan Public Schools,4,MIP: Option 3,1,,1,2012,9999,,,,,,3,0,1,1,,2012
53,Michigan Public Schools,4,MIP: Option 3,2,,1,2012,9999,,,,,,3,0,1,1,,2012
53,Michigan Public Schools,4,MIP: Option 3,3,,1,2012,9999,,,,,,3,0,1,1,,2012
53,Michigan Public Schools,5,Pension Plan Plus,0,,1,2012,9999,,,,,,5,0,1,1,,2012
54,Michigan SERS,1,General state government employees-DB Classified,0,,1,2012,9999,,,,,,3,0,1,1,,2012
54,Michigan SERS,2,Correction Officers-DB Classified,0,,1,2012,9999,,,,,,3,0,1,1,,2012
54,Michigan SERS,3,Conservation Officers-DB Classified,0,,1,2012,9999,,,,,,2,0,1,1,,2012
56,Minnesota PERF,1,ALL,1,,1,2012,9999,,,,,,5,0,1,1,,2012
56,Minnesota PERF,2,ALL,1,,1,2012,9999,,,,,,5,0,1,1,,2012
56,Minnesota PERF,2,ALL,2,,1,2012,9999,,,,,,5,0,1,1,,2012
56,Minnesota PERF,2,ALL,3,,1,2012,9999,,,,,,5,0,1,1,,2012
56,Minnesota PERF,2,ALL,4,,1,2012,9999,,,,,,5,0,1,1,,2012
57,Minnesota State ERS,0,ALL,1,,1,2012,9999,,,,,,5,0,1,1,,2012
57,Minnesota State ERS,0,ALL,2,,1,2012,9999,,,,,,5,0,1,1,,2012
57,Minnesota State ERS,0,ALL,3,,1,2012,9999,,,,,,5,0,1,1,,2012
57,Minnesota State ERS,0,ALL,4,,1,2012,9999,,,,,,5,0,1,1,,2012
58,Minnesota Teachers,1,ALL,1,,1,2012,9999,,,,,,5,0,1,1,,2012
58,Minnesota Teachers,2,ALL,1,,1,2012,9999,,,,,,5,0,1,1,,2012
58,Minnesota Teachers,2,ALL,2,,1,2012,9999,,,,,,5,0,1,1,,2012
58,Minnesota Teachers,2,ALL,3,,1,2012,9999,,,,,,5,0,1,1,,2012
59,Mississippi PERS,1,ALL,1,,1,2012,9999,,,,,,4,0,1,,,2012
59,Mississippi PERS,1,ALL,2,,1,2012,9999,,,,,,4,0,1,,,2012
59,Mississippi PERS,1,ALL,3,,1,2012,9999,,,,,,4,0,1,,,2012
59,Mississippi PERS,2,ALL,1,,1,2012,9999,,,,,,4,0,1,,,2012
59,Mississippi PERS,2,ALL,2,,1,2012,9999,,,,,,4,0,1,,,2012
59,Mississippi PERS,2,ALL,3,,1,2012,9999,,,,,,4,0,1,,,2012
59,Mississippi PERS,3,ALL,1,,1,2012,9999,,,,,,4,0,1,,,2012
59,Mississippi PERS,3,ALL,2,,1,2012,9999,,,,,,4,0,1,,,2012
59,Mississippi PERS,3,ALL,3,,1,2012,9999,,,,,,4,0,1,,,2012
71,New Jersey PERS,1,ALL,1,1/1/1800,1,2012,9999,,,,,,3,0,1,,,2012
