ppd_id,PlanName,EEGroupID,EEGroupName_check,TierID,TierHireDate_check,BenefitID_ERR,fy_start,fy_end,Notes,early_BenefitFactor,early_ReductionRate,early_ActuarialReduction,early_ActuarialReductionInterest,early_TotalReduction_check,early_RetAge,early_RetTenure,early_RetPoints,early_RetDate,early_AgeBase,early_TenureBase,early_PointsBase,early_NearestAgeBase,early_SSAgeBase,early_ReductionPeriodStart,early_ReductionPeriodEnd,early_StartAge,early_EndAge,early_TenureStart,early_TenureEnd,early_ServiceDateStart,early_ServiceDateEnd,NumberofEEGroups,MultipleEEGroupsCoded,EEGroupID_Error,NumberofTiers,MultipleTiersCoded,TierID_Error,NumberofFiscalYears,fy
1,Alabama ERS,2,ALL,2,,1,2012,9999,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,2,0,0,4,2014
1,Alabama ERS,2,ALL,2,,1,2012,9999,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,2,0,0,4,2015
1,Alabama ERS,3,ALL,1,,1,2012,9999,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,2,0,0,4,2012
1,Alabama ERS,3,ALL,1,,1,2012,9999,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,2,0,0,4,2013
1,Alabama ERS,3,ALL,1,,1,2012,9999,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,2,0,0,4,2014
1,Alabama ERS,3,ALL,1,,1,2012,9999,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,2,0,0,4,2015
1,Alabama ERS,3,ALL,2,,1,2012,9999,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,2,0,0,4,2012
1,Alabama ERS,3,ALL,2,,1,2012,9999,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,2,0,0,4,2013
1,Alabama ERS,3,ALL,2,,1,2012,9999,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,2,0,0,4,2014
1,Alabama ERS,3,ALL,2,,1,2012,9999,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,2,0,0,4,2015
1,Alabama ERS,4,ALL,1,,1,2012,9999,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,2,0,0,4,2012
1,Alabama ERS,4,ALL,1,,1,2012,9999,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,2,0,0,4,2013
1,Alabama ERS,4,ALL,1,,1,2012,9999,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,2,0,0,4,2014
1,Alabama ERS,4,ALL,1,,1,2012,9999,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,2,0,0,4,2015
1,Alabama ERS,4,ALL,2,,1,2012,9999,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,2,0,0,4,2012
1,Alabama ERS,4,ALL,2,,1,2012,9999,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,2,0,0,4,2013
1,Alabama ERS,4,ALL,2,,1,2012,9999,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,2,0,0,4,2014
1,Alabama ERS,4,ALL,2,,1,2012,9999,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,2,0,0,4,2015
2,Alabama TRS,0,ALL,1,,1,2012,9999,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,2,0,0,4,2012
2,Alabama TRS,0,ALL,1,,1,2012,9999,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,2,0,0,4,2013
2,Alabama TRS,0,ALL,1,,1,2012,9999,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,2,0,0,4,2014
2,Alabama TRS,0,ALL,1,,1,2012,9999,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,2,0,0,4,2015
2,Alabama TRS,0,ALL,2,,1,2012,9999,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,2,0,0,4,2012
2,Alabama TRS,0,ALL,2,,1,2012,9999,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,2,0,0,4,2013
2,Alabama TRS,0,ALL,2,,1,2012,9999,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,2,0,0,4,2014
2,Alabama TRS,0,ALL,2,,1,2012,9999,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,2,0,0,4,2015
3,Alaska PERS,1,ALL,1,,1,2012,9999,,,,1,,,,,,,,,,1,,,,,,,,,,2,0,0,3,1,0,4,2012
3,Alaska PERS,1,ALL,1,,1,2012,9999,,,,1,,,,,,,,,,1,,,,,,,,,,2,0,0,3,1,0,4,2013
3,Alaska PERS,1,ALL,1,,1,2012,9999,,,,1,,,,,,,,,,1,,,,,,,,,,2,0,0,3,1,0,4,2014
3,Alaska PERS,1,ALL,1,,1,2012,9999,,,,1,,,,,,,,,,1,,,,,,,,,,2,0,0,3,1,0,4,2015
3,Alaska PERS,2,ALL,1,,1,2012,9999,,,,1,,,,,,,,,,1,,,,,,,,,,2,0,0,3,1,0,4,2012
3,Alaska PERS,2,ALL,1,,1,2012,9999,,,,1,,,,,,,,,,1,,,,,,,,,,2,0,0,3,1,0,4,2013
3,Alaska PERS,2,ALL,1,,1,2012,9999,,,,1,,,,,,,,,,1,,,,,,,,,,2,0,0,3,1,0,4,2014
3,Alaska PERS,2,ALL,1,,1,2012,9999,,,,1,,,,,,,,,,1,,,,,,,,,,2,0,0,3,1,0,4,2015
4,Alaska TRS,0,ALL,1,,1,2012,9999,,,,1,,,,,,,,,,1,,,,,,,,,,1,0,0,2,1,0,4,2012
4,Alaska TRS,0,ALL,1,,1,2012,9999,,,,1,,,,,,,,,,1,,,,,,,,,,1,0,0,2,1,0,4,2013
4,Alaska TRS,0,ALL,1,,1,2012,9999,,,,1,,,,,,,,,,1,,,,,,,,,,1,0,0,2,1,0,4,2014
4,Alaska TRS,0,ALL,1,,1,2012,9999,,,,1,,,,,,,,,,1,,,,,,,,,,1,0,0,2,1,0,4,2015
5,Arizona Public Safety,0,ALL,1,,1,2012,9999,,,.04,,,,,,,,,20,,,,,,,,,,,,1,0,0,2,1,0,4,2012
5,Arizona Public Safety,0,ALL,1,,1,2012,9999,,,.04,,,,,,,,,20,,,,,,,,,,,,1,0,0,2,1,0,4,2013
5,Arizona Public Safety,0,ALL,1,,1,2012,9999,,,.04,,,,,,,,,20,,,,,,,,,,,,1,0,0,2,1,0,4,2014
5,Arizona Public Safety,0,ALL,1,,1,2012,9999,,,.04,,,,,,,,,20,,,,,,,,,,,,1,0,0,2,1,0,4,2015
5,Arizona Public Safety,0,ALL,2,,1,2012,9999,,,.04,,,,,,,,,25,,,,,,,,,,,,1,0,0,2,1,0,4,2012
5,Arizona Public Safety,0,ALL,2,,1,2012,9999,,,.04,,,,,,,,,25,,,,,,,,,,,,1,0,0,2,1,0,4,2013
5,Arizona Public Safety,0,ALL,2,,1,2012,9999,,,.04,,,,,,,,,25,,,,,,,,,,,,1,0,0,2,1,0,4,2014
5,Arizona Public Safety,0,ALL,2,,1,2012,9999,,,.04,,,,,,,,,25,,,,,,,,,,,,1,0,0,2,1,0,4,2015
6,Arizona SRS,1,ALL,1,Tier 1,1,2012,9999,,,.03,,,,49,,,,80,,,,,,,,,,,,,6,0,0,2,1,0,4,2012
6,Arizona SRS,1,ALL,1,Tier 1,1,2012,9999,,,.03,,,,49,,,,80,,,,,,,,,,,,,6,0,0,2,1,0,4,2013
6,Arizona SRS,1,ALL,1,Tier 1,1,2012,9999,,,.03,,,,49,,,,80,,,,,,,,,,,,,6,0,0,2,1,0,4,2014
6,Arizona SRS,1,ALL,1,Tier 1,1,2012,9999,,,.03,,,,49,,,,80,,,,,,,,,,,,,6,0,0,2,1,0,4,2015
6,Arizona SRS,1,ALL,1,Tier 1,2,2012,9999,,,.0433333333333333,,,.35,50,,,,65,,,,,,,,,,,,,6,0,0,2,1,0,4,2012
6,Arizona SRS,1,ALL,1,Tier 1,2,2012,9999,,,.0433333333333333,,,.35,50,,,,65,,,,,,,,,,,,,6,0,0,2,1,0,4,2013
6,Arizona SRS,1,ALL,1,Tier 1,2,2012,9999,,,.0433333333333333,,,.35,50,,,,65,,,,,,,,,,,,,6,0,0,2,1,0,4,2014
6,Arizona SRS,1,ALL,1,Tier 1,2,2012,9999,,,.0433333333333333,,,.35,50,,,,65,,,,,,,,,,,,,6,0,0,2,1,0,4,2015
6,Arizona SRS,1,ALL,1,Tier 1,3,2012,9999,,,.0373333333333333,,,.44,50,10,,,65,,,,,,,,,,,,,6,0,0,2,1,0,4,2012
6,Arizona SRS,1,ALL,1,Tier 1,3,2012,9999,,,.0373333333333333,,,.44,50,10,,,65,,,,,,,,,,,,,6,0,0,2,1,0,4,2013
6,Arizona SRS,1,ALL,1,Tier 1,3,2012,9999,,,.0373333333333333,,,.44,50,10,,,65,,,,,,,,,,,,,6,0,0,2,1,0,4,2014
6,Arizona SRS,1,ALL,1,Tier 1,3,2012,9999,,,.0373333333333333,,,.44,50,10,,,65,,,,,,,,,,,,,6,0,0,2,1,0,4,2015
6,Arizona SRS,1,ALL,1,Tier 1,4,2012,9999,,,.0333333333333333,,,.5,50,20,,,65,,,,,,,,,,,,,6,0,0,2,1,0,4,2012
6,Arizona SRS,1,ALL,1,Tier 1,4,2012,9999,,,.0333333333333333,,,.5,50,20,,,65,,,,,,,,,,,,,6,0,0,2,1,0,4,2013
6,Arizona SRS,1,ALL,1,Tier 1,4,2012,9999,,,.0333333333333333,,,.5,50,20,,,65,,,,,,,,,,,,,6,0,0,2,1,0,4,2014
6,Arizona SRS,1,ALL,1,Tier 1,4,2012,9999,,,.0333333333333333,,,.5,50,20,,,65,,,,,,,,,,,,,6,0,0,2,1,0,4,2015
6,Arizona SRS,1,ALL,1,Tier 1,5,2012,9999,,,.0428571428571429,,,.4,51,,,,65,,,,,,,,,,,,,6,0,0,2,1,0,4,2012
6,Arizona SRS,1,ALL,1,Tier 1,5,2012,9999,,,.0428571428571429,,,.4,51,,,,65,,,,,,,,,,,,,6,0,0,2,1,0,4,2013
6,Arizona SRS,1,ALL,1,Tier 1,5,2012,9999,,,.0428571428571429,,,.4,51,,,,65,,,,,,,,,,,,,6,0,0,2,1,0,4,2014
6,Arizona SRS,1,ALL,1,Tier 1,5,2012,9999,,,.0428571428571429,,,.4,51,,,,65,,,,,,,,,,,,,6,0,0,2,1,0,4,2015
6,Arizona SRS,1,ALL,1,Tier 1,6,2012,9999,,,.0364285714285714,,,.49,51,10,,,65,,,,,,,,,,,,,6,0,0,2,1,0,4,2012
6,Arizona SRS,1,ALL,1,Tier 1,6,2012,9999,,,.0364285714285714,,,.49,51,10,,,65,,,,,,,,,,,,,6,0,0,2,1,0,4,2013
6,Arizona SRS,1,ALL,1,Tier 1,6,2012,9999,,,.0364285714285714,,,.49,51,10,,,65,,,,,,,,,,,,,6,0,0,2,1,0,4,2014
6,Arizona SRS,1,ALL,1,Tier 1,6,2012,9999,,,.0364285714285714,,,.49,51,10,,,65,,,,,,,,,,,,,6,0,0,2,1,0,4,2015
6,Arizona SRS,1,ALL,1,Tier 1,7,2012,9999,,,.0321428571428571,,,.55,51,20,,,65,,,,,,,,,,,,,6,0,0,2,1,0,4,2012
6,Arizona SRS,1,ALL,1,Tier 1,7,2012,9999,,,.0321428571428571,,,.55,51,20,,,65,,,,,,,,,,,,,6,0,0,2,1,0,4,2013
6,Arizona SRS,1,ALL,1,Tier 1,7,2012,9999,,,.0321428571428571,,,.55,51,20,,,65,,,,,,,,,,,,,6,0,0,2,1,0,4,2014
6,Arizona SRS,1,ALL,1,Tier 1,7,2012,9999,,,.0321428571428571,,,.55,51,20,,,65,,,,,,,,,,,,,6,0,0,2,1,0,4,2015
6,Arizona SRS,1,ALL,1,Tier 1,8,2012,9999,,,.0423076923076923,,,.45,52,,,,65,,,,,,,,,,,,,6,0,0,2,1,0,4,2012
6,Arizona SRS,1,ALL,1,Tier 1,8,2012,9999,,,.0423076923076923,,,.45,52,,,,65,,,,,,,,,,,,,6,0,0,2,1,0,4,2013
6,Arizona SRS,1,ALL,1,Tier 1,8,2012,9999,,,.0423076923076923,,,.45,52,,,,65,,,,,,,,,,,,,6,0,0,2,1,0,4,2014
6,Arizona SRS,1,ALL,1,Tier 1,8,2012,9999,,,.0423076923076923,,,.45,52,,,,65,,,,,,,,,,,,,6,0,0,2,1,0,4,2015
6,Arizona SRS,1,ALL,1,Tier 1,9,2012,9999,,,.0353846153846154,,,.54,52,10,,,65,,,,,,,,,,,,,6,0,0,2,1,0,4,2012
6,Arizona SRS,1,ALL,1,Tier 1,9,2012,9999,,,.0353846153846154,,,.54,52,10,,,65,,,,,,,,,,,,,6,0,0,2,1,0,4,2013
6,Arizona SRS,1,ALL,1,Tier 1,9,2012,9999,,,.0353846153846154,,,.54,52,10,,,65,,,,,,,,,,,,,6,0,0,2,1,0,4,2014
6,Arizona SRS,1,ALL,1,Tier 1,9,2012,9999,,,.0353846153846154,,,.54,52,10,,,65,,,,,,,,,,,,,6,0,0,2,1,0,4,2015
6,Arizona SRS,1,ALL,1,Tier 1,10,2012,9999,,,.0307692307692308,,,.6,52,20,,,65,,,,,,,,,,,,,6,0,0,2,1,0,4,2012
6,Arizona SRS,1,ALL,1,Tier 1,10,2012,9999,,,.0307692307692308,,,.6,52,20,,,65,,,,,,,,,,,,,6,0,0,2,1,0,4,2013
6,Arizona SRS,1,ALL,1,Tier 1,10,2012,9999,,,.0307692307692308,,,.6,52,20,,,65,,,,,,,,,,,,,6,0,0,2,1,0,4,2014
6,Arizona SRS,1,ALL,1,Tier 1,10,2012,9999,,,.0307692307692308,,,.6,52,20,,,65,,,,,,,,,,,,,6,0,0,2,1,0,4,2015
6,Arizona SRS,1,ALL,1,Tier 1,11,2012,9999,,,.0416666666666667,,,.5,53,,,,65,,,,,,,,,,,,,6,0,0,2,1,0,4,2012
6,Arizona SRS,1,ALL,1,Tier 1,11,2012,9999,,,.0416666666666667,,,.5,53,,,,65,,,,,,,,,,,,,6,0,0,2,1,0,4,2013
6,Arizona SRS,1,ALL,1,Tier 1,11,2012,9999,,,.0416666666666667,,,.5,53,,,,65,,,,,,,,,,,,,6,0,0,2,1,0,4,2014
6,Arizona SRS,1,ALL,1,Tier 1,11,2012,9999,,,.0416666666666667,,,.5,53,,,,65,,,,,,,,,,,,,6,0,0,2,1,0,4,2015
6,Arizona SRS,1,ALL,1,Tier 1,12,2012,9999,,,.0341666666666667,,,.59,53,10,,,65,,,,,,,,,,,,,6,0,0,2,1,0,4,2012
6,Arizona SRS,1,ALL,1,Tier 1,12,2012,9999,,,.0341666666666667,,,.59,53,10,,,65,,,,,,,,,,,,,6,0,0,2,1,0,4,2013
6,Arizona SRS,1,ALL,1,Tier 1,12,2012,9999,,,.0341666666666667,,,.59,53,10,,,65,,,,,,,,,,,,,6,0,0,2,1,0,4,2014
6,Arizona SRS,1,ALL,1,Tier 1,12,2012,9999,,,.0341666666666667,,,.59,53,10,,,65,,,,,,,,,,,,,6,0,0,2,1,0,4,2015
6,Arizona SRS,1,ALL,1,Tier 1,13,2012,9999,,,.0291666666666667,,,.65,53,20,,,65,,,,,,,,,,,,,6,0,0,2,1,0,4,2012
6,Arizona SRS,1,ALL,1,Tier 1,13,2012,9999,,,.0291666666666667,,,.65,53,20,,,65,,,,,,,,,,,,,6,0,0,2,1,0,4,2013
6,Arizona SRS,1,ALL,1,Tier 1,13,2012,9999,,,.0291666666666667,,,.65,53,20,,,65,,,,,,,,,,,,,6,0,0,2,1,0,4,2014
6,Arizona SRS,1,ALL,1,Tier 1,13,2012,9999,,,.0291666666666667,,,.65,53,20,,,65,,,,,,,,,,,,,6,0,0,2,1,0,4,2015
6,Arizona SRS,1,ALL,1,Tier 1,14,2012,9999,,,.0409090909090909,,,.55,54,,,,65,,,,,,,,,,,,,6,0,0,2,1,0,4,2012
6,Arizona SRS,1,ALL,1,Tier 1,14,2012,9999,,,.0409090909090909,,,.55,54,,,,65,,,,,,,,,,,,,6,0,0,2,1,0,4,2013
6,Arizona SRS,1,ALL,1,Tier 1,14,2012,9999,,,.0409090909090909,,,.55,54,,,,65,,,,,,,,,,,,,6,0,0,2,1,0,4,2014
6,Arizona SRS,1,ALL,1,Tier 1,14,2012,9999,,,.0409090909090909,,,.55,54,,,,65,,,,,,,,,,,,,6,0,0,2,1,0,4,2015
6,Arizona SRS,1,ALL,1,Tier 1,15,2012,9999,,,.0327272727272727,,,.64,54,10,,,65,,,,,,,,,,,,,6,0,0,2,1,0,4,2012
6,Arizona SRS,1,ALL,1,Tier 1,15,2012,9999,,,.0327272727272727,,,.64,54,10,,,65,,,,,,,,,,,,,6,0,0,2,1,0,4,2013
6,Arizona SRS,1,ALL,1,Tier 1,15,2012,9999,,,.0327272727272727,,,.64,54,10,,,65,,,,,,,,,,,,,6,0,0,2,1,0,4,2014
6,Arizona SRS,1,ALL,1,Tier 1,15,2012,9999,,,.0327272727272727,,,.64,54,10,,,65,,,,,,,,,,,,,6,0,0,2,1,0,4,2015
6,Arizona SRS,1,ALL,1,Tier 1,16,2012,9999,,,.0272727272727273,,,.7,54,20,,,65,,,,,,,,,,,,,6,0,0,2,1,0,4,2012
6,Arizona SRS,1,ALL,1,Tier 1,16,2012,9999,,,.0272727272727273,,,.7,54,20,,,65,,,,,,,,,,,,,6,0,0,2,1,0,4,2013
6,Arizona SRS,1,ALL,1,Tier 1,16,2012,9999,,,.0272727272727273,,,.7,54,20,,,65,,,,,,,,,,,,,6,0,0,2,1,0,4,2014
6,Arizona SRS,1,ALL,1,Tier 1,16,2012,9999,,,.0272727272727273,,,.7,54,20,,,65,,,,,,,,,,,,,6,0,0,2,1,0,4,2015
6,Arizona SRS,1,ALL,1,Tier 1,17,2012,9999,,,.04,,,.6,55,,,,65,,,,,,,,,,,,,6,0,0,2,1,0,4,2012
6,Arizona SRS,1,ALL,1,Tier 1,17,2012,9999,,,.04,,,.6,55,,,,65,,,,,,,,,,,,,6,0,0,2,1,0,4,2013
6,Arizona SRS,1,ALL,1,Tier 1,17,2012,9999,,,.04,,,.6,55,,,,65,,,,,,,,,,,,,6,0,0,2,1,0,4,2014
6,Arizona SRS,1,ALL,1,Tier 1,17,2012,9999,,,.04,,,.6,55,,,,65,,,,,,,,,,,,,6,0,0,2,1,0,4,2015
6,Arizona SRS,1,ALL,1,Tier 1,18,2012,9999,,,.031,,,.69,55,10,,,65,,,,,,,,,,,,,6,0,0,2,1,0,4,2012
6,Arizona SRS,1,ALL,1,Tier 1,18,2012,9999,,,.031,,,.69,55,10,,,65,,,,,,,,,,,,,6,0,0,2,1,0,4,2013
6,Arizona SRS,1,ALL,1,Tier 1,18,2012,9999,,,.031,,,.69,55,10,,,65,,,,,,,,,,,,,6,0,0,2,1,0,4,2014
6,Arizona SRS,1,ALL,1,Tier 1,18,2012,9999,,,.031,,,.69,55,10,,,65,,,,,,,,,,,,,6,0,0,2,1,0,4,2015
6,Arizona SRS,1,ALL,1,Tier 1,19,2012,9999,,,.025,,,.75,55,20,,,65,,,,,,,,,,,,,6,0,0,2,1,0,4,2012
6,Arizona SRS,1,ALL,1,Tier 1,19,2012,9999,,,.025,,,.75,55,20,,,65,,,,,,,,,,,,,6,0,0,2,1,0,4,2013
6,Arizona SRS,1,ALL,1,Tier 1,19,2012,9999,,,.025,,,.75,55,20,,,65,,,,,,,,,,,,,6,0,0,2,1,0,4,2014
6,Arizona SRS,1,ALL,1,Tier 1,19,2012,9999,,,.025,,,.75,55,20,,,65,,,,,,,,,,,,,6,0,0,2,1,0,4,2015
6,Arizona SRS,1,ALL,1,Tier 1,20,2012,9999,,,.0388888888888889,,,.65,56,,,,65,,,,,,,,,,,,,6,0,0,2,1,0,4,2012
6,Arizona SRS,1,ALL,1,Tier 1,20,2012,9999,,,.0388888888888889,,,.65,56,,,,65,,,,,,,,,,,,,6,0,0,2,1,0,4,2013
6,Arizona SRS,1,ALL,1,Tier 1,20,2012,9999,,,.0388888888888889,,,.65,56,,,,65,,,,,,,,,,,,,6,0,0,2,1,0,4,2014
6,Arizona SRS,1,ALL,1,Tier 1,20,2012,9999,,,.0388888888888889,,,.65,56,,,,65,,,,,,,,,,,,,6,0,0,2,1,0,4,2015
6,Arizona SRS,1,ALL,1,Tier 1,21,2012,9999,,,.0288888888888889,,,.74,56,10,,,65,,,,,,,,,,,,,6,0,0,2,1,0,4,2012
6,Arizona SRS,1,ALL,1,Tier 1,21,2012,9999,,,.0288888888888889,,,.74,56,10,,,65,,,,,,,,,,,,,6,0,0,2,1,0,4,2013
6,Arizona SRS,1,ALL,1,Tier 1,21,2012,9999,,,.0288888888888889,,,.74,56,10,,,65,,,,,,,,,,,,,6,0,0,2,1,0,4,2014
6,Arizona SRS,1,ALL,1,Tier 1,21,2012,9999,,,.0288888888888889,,,.74,56,10,,,65,,,,,,,,,,,,,6,0,0,2,1,0,4,2015
6,Arizona SRS,1,ALL,1,Tier 1,22,2012,9999,,,.0222222222222222,,,.8,56,20,,,65,,,,,,,,,,,,,6,0,0,2,1,0,4,2012
6,Arizona SRS,1,ALL,1,Tier 1,22,2012,9999,,,.0222222222222222,,,.8,56,20,,,65,,,,,,,,,,,,,6,0,0,2,1,0,4,2013
6,Arizona SRS,1,ALL,1,Tier 1,22,2012,9999,,,.0222222222222222,,,.8,56,20,,,65,,,,,,,,,,,,,6,0,0,2,1,0,4,2014
6,Arizona SRS,1,ALL,1,Tier 1,22,2012,9999,,,.0222222222222222,,,.8,56,20,,,65,,,,,,,,,,,,,6,0,0,2,1,0,4,2015
6,Arizona SRS,1,ALL,1,Tier 1,23,2012,9999,,,.0375,,,.7,57,,,,65,,,,,,,,,,,,,6,0,0,2,1,0,4,2012
6,Arizona SRS,1,ALL,1,Tier 1,23,2012,9999,,,.0375,,,.7,57,,,,65,,,,,,,,,,,,,6,0,0,2,1,0,4,2013
6,Arizona SRS,1,ALL,1,Tier 1,23,2012,9999,,,.0375,,,.7,57,,,,65,,,,,,,,,,,,,6,0,0,2,1,0,4,2014
6,Arizona SRS,1,ALL,1,Tier 1,23,2012,9999,,,.0375,,,.7,57,,,,65,,,,,,,,,,,,,6,0,0,2,1,0,4,2015
6,Arizona SRS,1,ALL,1,Tier 1,24,2012,9999,,,.02625,,,.79,57,10,,,65,,,,,,,,,,,,,6,0,0,2,1,0,4,2012
6,Arizona SRS,1,ALL,1,Tier 1,24,2012,9999,,,.02625,,,.79,57,10,,,65,,,,,,,,,,,,,6,0,0,2,1,0,4,2013
6,Arizona SRS,1,ALL,1,Tier 1,24,2012,9999,,,.02625,,,.79,57,10,,,65,,,,,,,,,,,,,6,0,0,2,1,0,4,2014
6,Arizona SRS,1,ALL,1,Tier 1,24,2012,9999,,,.02625,,,.79,57,10,,,65,,,,,,,,,,,,,6,0,0,2,1,0,4,2015
6,Arizona SRS,1,ALL,1,Tier 1,25,2012,9999,,,.01875,,,.85,57,20,,,65,,,,,,,,,,,,,6,0,0,2,1,0,4,2012
6,Arizona SRS,1,ALL,1,Tier 1,25,2012,9999,,,.01875,,,.85,57,20,,,65,,,,,,,,,,,,,6,0,0,2,1,0,4,2013
6,Arizona SRS,1,ALL,1,Tier 1,25,2012,9999,,,.01875,,,.85,57,20,,,65,,,,,,,,,,,,,6,0,0,2,1,0,4,2014
6,Arizona SRS,1,ALL,1,Tier 1,25,2012,9999,,,.01875,,,.85,57,20,,,65,,,,,,,,,,,,,6,0,0,2,1,0,4,2015
6,Arizona SRS,1,ALL,1,Tier 1,26,2012,9999,,,.0357142857142857,,,.75,58,,,,65,,,,,,,,,,,,,6,0,0,2,1,0,4,2012
6,Arizona SRS,1,ALL,1,Tier 1,26,2012,9999,,,.0357142857142857,,,.75,58,,,,65,,,,,,,,,,,,,6,0,0,2,1,0,4,2013
6,Arizona SRS,1,ALL,1,Tier 1,26,2012,9999,,,.0357142857142857,,,.75,58,,,,65,,,,,,,,,,,,,6,0,0,2,1,0,4,2014
6,Arizona SRS,1,ALL,1,Tier 1,26,2012,9999,,,.0357142857142857,,,.75,58,,,,65,,,,,,,,,,,,,6,0,0,2,1,0,4,2015
6,Arizona SRS,1,ALL,1,Tier 1,27,2012,9999,,,.0228571428571429,,,.84,58,10,,,65,,,,,,,,,,,,,6,0,0,2,1,0,4,2012
6,Arizona SRS,1,ALL,1,Tier 1,27,2012,9999,,,.0228571428571429,,,.84,58,10,,,65,,,,,,,,,,,,,6,0,0,2,1,0,4,2013
6,Arizona SRS,1,ALL,1,Tier 1,27,2012,9999,,,.0228571428571429,,,.84,58,10,,,65,,,,,,,,,,,,,6,0,0,2,1,0,4,2014
6,Arizona SRS,1,ALL,1,Tier 1,27,2012,9999,,,.0228571428571429,,,.84,58,10,,,65,,,,,,,,,,,,,6,0,0,2,1,0,4,2015
6,Arizona SRS,1,ALL,1,Tier 1,28,2012,9999,,,.0142857142857143,,,.9,58,20,,,65,,,,,,,,,,,,,6,0,0,2,1,0,4,2012
6,Arizona SRS,1,ALL,1,Tier 1,28,2012,9999,,,.0142857142857143,,,.9,58,20,,,65,,,,,,,,,,,,,6,0,0,2,1,0,4,2013
6,Arizona SRS,1,ALL,1,Tier 1,28,2012,9999,,,.0142857142857143,,,.9,58,20,,,65,,,,,,,,,,,,,6,0,0,2,1,0,4,2014
