system_id,RetirementSystemName,NumberofPlans,NumberofEmployers,RetirementSystemDesc,RetirementSystemStateAbbrev
5,Arizona State Retirement System,1,585,"ASRS administers pension and other benefits for most state employees, public and charter school teachers, and employees of other political subdivisions that have elected to participate. The state maintains separate plans for public safety personnel, corre",AZ
5,Arizona State Retirement System,1,585,"ASRS administers pension and other benefits for most state employees, public and charter school teachers, and employees of other political subdivisions that have elected to participate. The state maintains separate plans for public safety personnel, corre",AZ
5,Arizona State Retirement System,1,585,"ASRS administers pension and other benefits for most state employees, public and charter school teachers, and employees of other political subdivisions that have elected to participate. The state maintains separate plans for public safety personnel, corre",AZ
5,Arizona State Retirement System,1,585,"ASRS administers pension and other benefits for most state employees, public and charter school teachers, and employees of other political subdivisions that have elected to participate. The state maintains separate plans for public safety personnel, corre",AZ
5,Arizona State Retirement System,1,585,"ASRS administers pension and other benefits for most state employees, public and charter school teachers, and employees of other political subdivisions that have elected to participate. The state maintains separate plans for public safety personnel, corre",AZ
5,Arizona State Retirement System,1,585,"ASRS administers pension and other benefits for most state employees, public and charter school teachers, and employees of other political subdivisions that have elected to participate. The state maintains separate plans for public safety personnel, corre",AZ
5,Arizona State Retirement System,1,585,"ASRS administers pension and other benefits for most state employees, public and charter school teachers, and employees of other political subdivisions that have elected to participate. The state maintains separate plans for public safety personnel, corre",AZ
5,Arizona State Retirement System,1,585,"ASRS administers pension and other benefits for most state employees, public and charter school teachers, and employees of other political subdivisions that have elected to participate. The state maintains separate plans for public safety personnel, corre",AZ
5,Arizona State Retirement System,1,585,"ASRS administers pension and other benefits for most state employees, public and charter school teachers, and employees of other political subdivisions that have elected to participate. The state maintains separate plans for public safety personnel, corre",AZ
6,Arkansas Public Employees Retirement System,2,726,"APERS administers pension and other benefits for substantially all public employees in the state except those eligible for membership in the state Teachers Retirement System, Highway Employees Plan, and Local Police & Fire Retirement Plan. Members hired a",AR
6,Arkansas Public Employees Retirement System,2,726,"APERS administers pension and other benefits for substantially all public employees in the state except those eligible for membership in the state Teachers Retirement System, Highway Employees Plan, and Local Police & Fire Retirement Plan. Members hired a",AR
6,Arkansas Public Employees Retirement System,2,726,"APERS administers pension and other benefits for substantially all public employees in the state except those eligible for membership in the state Teachers Retirement System, Highway Employees Plan, and Local Police & Fire Retirement Plan. Members hired a",AR
6,Arkansas Public Employees Retirement System,2,726,"APERS administers pension and other benefits for substantially all public employees in the state except those eligible for membership in the state Teachers Retirement System, Highway Employees Plan, and Local Police & Fire Retirement Plan. Members hired a",AR
6,Arkansas Public Employees Retirement System,2,726,"APERS administers pension and other benefits for substantially all public employees in the state except those eligible for membership in the state Teachers Retirement System, Highway Employees Plan, and Local Police & Fire Retirement Plan. Members hired a",AR
6,Arkansas Public Employees Retirement System,2,726,"APERS administers pension and other benefits for substantially all public employees in the state except those eligible for membership in the state Teachers Retirement System, Highway Employees Plan, and Local Police & Fire Retirement Plan. Members hired a",AR
6,Arkansas Public Employees Retirement System,2,726,"APERS administers pension and other benefits for substantially all public employees in the state except those eligible for membership in the state Teachers Retirement System, Highway Employees Plan, and Local Police & Fire Retirement Plan. Members hired a",AR
6,Arkansas Public Employees Retirement System,2,726,"APERS administers pension and other benefits for substantially all public employees in the state except those eligible for membership in the state Teachers Retirement System, Highway Employees Plan, and Local Police & Fire Retirement Plan. Members hired a",AR
6,Arkansas Public Employees Retirement System,2,726,"APERS administers pension and other benefits for substantially all public employees in the state except those eligible for membership in the state Teachers Retirement System, Highway Employees Plan, and Local Police & Fire Retirement Plan. Members hired a",AR
6,Arkansas Public Employees Retirement System,2,726,"APERS administers pension and other benefits for substantially all public employees in the state except those eligible for membership in the state Teachers Retirement System, Highway Employees Plan, and Local Police & Fire Retirement Plan. Members hired a",AR
6,Arkansas Public Employees Retirement System,2,726,"APERS administers pension and other benefits for substantially all public employees in the state except those eligible for membership in the state Teachers Retirement System, Highway Employees Plan, and Local Police & Fire Retirement Plan. Members hired a",AR
6,Arkansas Public Employees Retirement System,2,726,"APERS administers pension and other benefits for substantially all public employees in the state except those eligible for membership in the state Teachers Retirement System, Highway Employees Plan, and Local Police & Fire Retirement Plan. Members hired a",AR
6,Arkansas Public Employees Retirement System,2,726,"APERS administers pension and other benefits for substantially all public employees in the state except those eligible for membership in the state Teachers Retirement System, Highway Employees Plan, and Local Police & Fire Retirement Plan. Members hired a",AR
6,Arkansas Public Employees Retirement System,2,726,"APERS administers pension and other benefits for substantially all public employees in the state except those eligible for membership in the state Teachers Retirement System, Highway Employees Plan, and Local Police & Fire Retirement Plan. Members hired a",AR
6,Arkansas Public Employees Retirement System,2,726,"APERS administers pension and other benefits for substantially all public employees in the state except those eligible for membership in the state Teachers Retirement System, Highway Employees Plan, and Local Police & Fire Retirement Plan. Members hired a",AR
7,Arkansas Teachers Retirement System,1,336,ATRS provides pension and other benefits to public school teachers and other employees of public educational institutions in the state.,AR
7,Arkansas Teachers Retirement System,1,336,ATRS provides pension and other benefits to public school teachers and other employees of public educational institutions in the state.,AR
7,Arkansas Teachers Retirement System,1,336,ATRS provides pension and other benefits to public school teachers and other employees of public educational institutions in the state.,AR
7,Arkansas Teachers Retirement System,1,336,ATRS provides pension and other benefits to public school teachers and other employees of public educational institutions in the state.,AR
7,Arkansas Teachers Retirement System,1,336,ATRS provides pension and other benefits to public school teachers and other employees of public educational institutions in the state.,AR
7,Arkansas Teachers Retirement System,1,336,ATRS provides pension and other benefits to public school teachers and other employees of public educational institutions in the state.,AR
7,Arkansas Teachers Retirement System,1,336,ATRS provides pension and other benefits to public school teachers and other employees of public educational institutions in the state.,AR
7,Arkansas Teachers Retirement System,1,336,ATRS provides pension and other benefits to public school teachers and other employees of public educational institutions in the state.,AR
7,Arkansas Teachers Retirement System,1,336,ATRS provides pension and other benefits to public school teachers and other employees of public educational institutions in the state.,AR
7,Arkansas Teachers Retirement System,1,336,ATRS provides pension and other benefits to public school teachers and other employees of public educational institutions in the state.,AR
7,Arkansas Teachers Retirement System,1,336,ATRS provides pension and other benefits to public school teachers and other employees of public educational institutions in the state.,AR
7,Arkansas Teachers Retirement System,1,336,ATRS provides pension and other benefits to public school teachers and other employees of public educational institutions in the state.,AR
7,Arkansas Teachers Retirement System,1,336,ATRS provides pension and other benefits to public school teachers and other employees of public educational institutions in the state.,AR
7,Arkansas Teachers Retirement System,1,336,ATRS provides pension and other benefits to public school teachers and other employees of public educational institutions in the state.,AR
7,Arkansas Teachers Retirement System,1,336,ATRS provides pension and other benefits to public school teachers and other employees of public educational institutions in the state.,AR
8,California Public Employees Retirement System,4,3264,"CalPERS is the nation's largest pension fund, administering pension and other benefits for employees of the state, 26 counties, and more than 1,400 other political subdivisions including school districts. The system comprises 14 funds, including 5 defined",CA
8,California Public Employees Retirement System,4,3264,"CalPERS is the nation's largest pension fund, administering pension and other benefits for employees of the state, 26 counties, and more than 1,400 other political subdivisions including school districts. The system comprises 14 funds, including 5 defined",CA
8,California Public Employees Retirement System,4,3264,"CalPERS is the nation's largest pension fund, administering pension and other benefits for employees of the state, 26 counties, and more than 1,400 other political subdivisions including school districts. The system comprises 14 funds, including 5 defined",CA
8,California Public Employees Retirement System,4,3264,"CalPERS is the nation's largest pension fund, administering pension and other benefits for employees of the state, 26 counties, and more than 1,400 other political subdivisions including school districts. The system comprises 14 funds, including 5 defined",CA
8,California Public Employees Retirement System,4,3264,"CalPERS is the nation's largest pension fund, administering pension and other benefits for employees of the state, 26 counties, and more than 1,400 other political subdivisions including school districts. The system comprises 14 funds, including 5 defined",CA
8,California Public Employees Retirement System,4,3264,"CalPERS is the nation's largest pension fund, administering pension and other benefits for employees of the state, 26 counties, and more than 1,400 other political subdivisions including school districts. The system comprises 14 funds, including 5 defined",CA
8,California Public Employees Retirement System,4,3264,"CalPERS is the nation's largest pension fund, administering pension and other benefits for employees of the state, 26 counties, and more than 1,400 other political subdivisions including school districts. The system comprises 14 funds, including 5 defined",CA
8,California Public Employees Retirement System,4,3264,"CalPERS is the nation's largest pension fund, administering pension and other benefits for employees of the state, 26 counties, and more than 1,400 other political subdivisions including school districts. The system comprises 14 funds, including 5 defined",CA
8,California Public Employees Retirement System,4,3264,"CalPERS is the nation's largest pension fund, administering pension and other benefits for employees of the state, 26 counties, and more than 1,400 other political subdivisions including school districts. The system comprises 14 funds, including 5 defined",CA
8,California Public Employees Retirement System,4,3264,"CalPERS is the nation's largest pension fund, administering pension and other benefits for employees of the state, 26 counties, and more than 1,400 other political subdivisions including school districts. The system comprises 14 funds, including 5 defined",CA
8,California Public Employees Retirement System,4,3264,"CalPERS is the nation's largest pension fund, administering pension and other benefits for employees of the state, 26 counties, and more than 1,400 other political subdivisions including school districts. The system comprises 14 funds, including 5 defined",CA
8,California Public Employees Retirement System,4,3264,"CalPERS is the nation's largest pension fund, administering pension and other benefits for employees of the state, 26 counties, and more than 1,400 other political subdivisions including school districts. The system comprises 14 funds, including 5 defined",CA
8,California Public Employees Retirement System,4,3264,"CalPERS is the nation's largest pension fund, administering pension and other benefits for employees of the state, 26 counties, and more than 1,400 other political subdivisions including school districts. The system comprises 14 funds, including 5 defined",CA
8,California Public Employees Retirement System,4,3264,"CalPERS is the nation's largest pension fund, administering pension and other benefits for employees of the state, 26 counties, and more than 1,400 other political subdivisions including school districts. The system comprises 14 funds, including 5 defined",CA
8,California Public Employees Retirement System,4,3264,"CalPERS is the nation's largest pension fund, administering pension and other benefits for employees of the state, 26 counties, and more than 1,400 other political subdivisions including school districts. The system comprises 14 funds, including 5 defined",CA
9,California State Teachers Retirement System,1,1690,"CalSTRS administers pension and other benefits for certificated employees of approximately 1,200 public school districts, community colleges, and educational agencies throughout California. Four funds comprise the System: the State Teachers Retirement Pla",CA
9,California State Teachers Retirement System,1,1690,"CalSTRS administers pension and other benefits for certificated employees of approximately 1,200 public school districts, community colleges, and educational agencies throughout California. Four funds comprise the System: the State Teachers Retirement Pla",CA
9,California State Teachers Retirement System,1,1690,"CalSTRS administers pension and other benefits for certificated employees of approximately 1,200 public school districts, community colleges, and educational agencies throughout California. Four funds comprise the System: the State Teachers Retirement Pla",CA
9,California State Teachers Retirement System,1,1690,"CalSTRS administers pension and other benefits for certificated employees of approximately 1,200 public school districts, community colleges, and educational agencies throughout California. Four funds comprise the System: the State Teachers Retirement Pla",CA
9,California State Teachers Retirement System,1,1690,"CalSTRS administers pension and other benefits for certificated employees of approximately 1,200 public school districts, community colleges, and educational agencies throughout California. Four funds comprise the System: the State Teachers Retirement Pla",CA
9,California State Teachers Retirement System,1,1690,"CalSTRS administers pension and other benefits for certificated employees of approximately 1,200 public school districts, community colleges, and educational agencies throughout California. Four funds comprise the System: the State Teachers Retirement Pla",CA
9,California State Teachers Retirement System,1,1690,"CalSTRS administers pension and other benefits for certificated employees of approximately 1,200 public school districts, community colleges, and educational agencies throughout California. Four funds comprise the System: the State Teachers Retirement Pla",CA
9,California State Teachers Retirement System,1,1690,"CalSTRS administers pension and other benefits for certificated employees of approximately 1,200 public school districts, community colleges, and educational agencies throughout California. Four funds comprise the System: the State Teachers Retirement Pla",CA
9,California State Teachers Retirement System,1,1690,"CalSTRS administers pension and other benefits for certificated employees of approximately 1,200 public school districts, community colleges, and educational agencies throughout California. Four funds comprise the System: the State Teachers Retirement Pla",CA
9,California State Teachers Retirement System,1,1690,"CalSTRS administers pension and other benefits for certificated employees of approximately 1,200 public school districts, community colleges, and educational agencies throughout California. Four funds comprise the System: the State Teachers Retirement Pla",CA
9,California State Teachers Retirement System,1,1690,"CalSTRS administers pension and other benefits for certificated employees of approximately 1,200 public school districts, community colleges, and educational agencies throughout California. Four funds comprise the System: the State Teachers Retirement Pla",CA
9,California State Teachers Retirement System,1,1690,"CalSTRS administers pension and other benefits for certificated employees of approximately 1,200 public school districts, community colleges, and educational agencies throughout California. Four funds comprise the System: the State Teachers Retirement Pla",CA
9,California State Teachers Retirement System,1,1690,"CalSTRS administers pension and other benefits for certificated employees of approximately 1,200 public school districts, community colleges, and educational agencies throughout California. Four funds comprise the System: the State Teachers Retirement Pla",CA
9,California State Teachers Retirement System,1,1690,"CalSTRS administers pension and other benefits for certificated employees of approximately 1,200 public school districts, community colleges, and educational agencies throughout California. Four funds comprise the System: the State Teachers Retirement Pla",CA
9,California State Teachers Retirement System,1,1690,"CalSTRS administers pension and other benefits for certificated employees of approximately 1,200 public school districts, community colleges, and educational agencies throughout California. Four funds comprise the System: the State Teachers Retirement Pla",CA
10,Chicago Public School Teachers Pension and Retirement Fund,1,70,The PSTPRF of Chicago administers pension and other benefits for certificated employees of Chicago public schools and charter schools.,IL
10,Chicago Public School Teachers Pension and Retirement Fund,1,70,The PSTPRF of Chicago administers pension and other benefits for certificated employees of Chicago public schools and charter schools.,IL
10,Chicago Public School Teachers Pension and Retirement Fund,1,70,The PSTPRF of Chicago administers pension and other benefits for certificated employees of Chicago public schools and charter schools.,IL
10,Chicago Public School Teachers Pension and Retirement Fund,1,70,The PSTPRF of Chicago administers pension and other benefits for certificated employees of Chicago public schools and charter schools.,IL
10,Chicago Public School Teachers Pension and Retirement Fund,1,70,The PSTPRF of Chicago administers pension and other benefits for certificated employees of Chicago public schools and charter schools.,IL
10,Chicago Public School Teachers Pension and Retirement Fund,1,70,The PSTPRF of Chicago administers pension and other benefits for certificated employees of Chicago public schools and charter schools.,IL
10,Chicago Public School Teachers Pension and Retirement Fund,1,70,The PSTPRF of Chicago administers pension and other benefits for certificated employees of Chicago public schools and charter schools.,IL
10,Chicago Public School Teachers Pension and Retirement Fund,1,70,The PSTPRF of Chicago administers pension and other benefits for certificated employees of Chicago public schools and charter schools.,IL
10,Chicago Public School Teachers Pension and Retirement Fund,1,70,The PSTPRF of Chicago administers pension and other benefits for certificated employees of Chicago public schools and charter schools.,IL
10,Chicago Public School Teachers Pension and Retirement Fund,1,70,The PSTPRF of Chicago administers pension and other benefits for certificated employees of Chicago public schools and charter schools.,IL
10,Chicago Public School Teachers Pension and Retirement Fund,1,70,The PSTPRF of Chicago administers pension and other benefits for certificated employees of Chicago public schools and charter schools.,IL
10,Chicago Public School Teachers Pension and Retirement Fund,1,70,The PSTPRF of Chicago administers pension and other benefits for certificated employees of Chicago public schools and charter schools.,IL
10,Chicago Public School Teachers Pension and Retirement Fund,1,70,The PSTPRF of Chicago administers pension and other benefits for certificated employees of Chicago public schools and charter schools.,IL
10,Chicago Public School Teachers Pension and Retirement Fund,1,70,The PSTPRF of Chicago administers pension and other benefits for certificated employees of Chicago public schools and charter schools.,IL
10,Chicago Public School Teachers Pension and Retirement Fund,1,70,The PSTPRF of Chicago administers pension and other benefits for certificated employees of Chicago public schools and charter schools.,IL
11,Austin Employees' Retirement System,1,2,COA ERS administers pension and other benefits for general employees of the City of Austin. The city maintains separate plans for its police officers and firefighters.,TX
11,Austin Employees' Retirement System,1,2,COA ERS administers pension and other benefits for general employees of the City of Austin. The city maintains separate plans for its police officers and firefighters.,TX
11,Austin Employees' Retirement System,1,2,COA ERS administers pension and other benefits for general employees of the City of Austin. The city maintains separate plans for its police officers and firefighters.,TX
11,Austin Employees' Retirement System,1,2,COA ERS administers pension and other benefits for general employees of the City of Austin. The city maintains separate plans for its police officers and firefighters.,TX
11,Austin Employees' Retirement System,1,2,COA ERS administers pension and other benefits for general employees of the City of Austin. The city maintains separate plans for its police officers and firefighters.,TX
11,Austin Employees' Retirement System,1,2,COA ERS administers pension and other benefits for general employees of the City of Austin. The city maintains separate plans for its police officers and firefighters.,TX
11,Austin Employees' Retirement System,1,2,COA ERS administers pension and other benefits for general employees of the City of Austin. The city maintains separate plans for its police officers and firefighters.,TX
11,Austin Employees' Retirement System,1,2,COA ERS administers pension and other benefits for general employees of the City of Austin. The city maintains separate plans for its police officers and firefighters.,TX
11,Austin Employees' Retirement System,1,2,COA ERS administers pension and other benefits for general employees of the City of Austin. The city maintains separate plans for its police officers and firefighters.,TX
11,Austin Employees' Retirement System,1,2,COA ERS administers pension and other benefits for general employees of the City of Austin. The city maintains separate plans for its police officers and firefighters.,TX
