ppd_id,PlanName,EEGroupID,TierID,fy,source_AssetAllocation,notes_AssetAllocation,initials_AssetAllocation,equities_tot,equities_domestic,equities_international,FixedIncome_tot,FixedIncome_domestic,FixedIncome_international,RealEstate,CashAndShortTerm,alternatives,other,Total_check
1,Alabama ERS,0,0,2015,2015 Alabama RS CAFR p 92,,CM,.6419,.51679999,.1251,.25530002,.16850001,0,.1028,0,0,0,100
2,Alabama Teachers,0,0,2001,2001 Alabama RS CAFR p 53,,JFP,.4289,.35889998,.07,.5223,.36430001,.0058999998,.048800003,0,0,0,99.999992
2,Alabama Teachers,0,0,2002,2002 Alabama RS CAFR p 59,,JFP,.42029998,.34729999,.072999999,.5151,.35799998,.0066000004,.064599998,0,0,0,99.999992
2,Alabama Teachers,0,0,2003,2003 Alabama RS CAFR p 59,,JFP,.52760005,.43700001,.090600006,.41159999,.30149999,.0017,.060800001,0,0,0,100
2,Alabama Teachers,0,0,2004,2004 Alabama RS CAFR p 63,,JFP,.57980001,.46520001,.1146,.35650003,.2386,.0017,.063699998,0,0,0,100.00001
2,Alabama Teachers,0,0,2005,2005 Alabama RS CAFR p 63,,JFP,.6024,.46349999,.1389,.33379996,.21110001,.0015,.0638,0,0,0,99.999992
2,Alabama Teachers,0,0,2006,2006 Alabama RS CAFR p 63,,JFP,.63779998,.48279998,.155,.29859999,.20370001,.0014,.063600004,0,0,0,100
2,Alabama Teachers,0,0,2007,2007 Alabama RS CAFR p 61,,JFP,.65130007,.4786,.1727,.2802,.1868,0,.068499997,0,0,0,100.00001
2,Alabama Teachers,0,0,2008,2008 Alabama RS CAFR p 65,,JFP,.5966,.45599997,.14060001,.31919998,.2219,0,.084200002,0,0,0,100
2,Alabama Teachers,0,0,2009,2009 Alabama RS CAFR p 66,,JFP,.5916,.4413,.1503,.31990001,.2173,0,.088500001,0,0,0,100
2,Alabama Teachers,0,0,2010,2010 Alabama RS CAFR p 69,,JFP,.597,.4472,.1498,.289,.1759,0,.11399999,0,0,0,100
2,Alabama Teachers,0,0,2011,2011 Alabama RS CAFR p 69,,JFP,.57419997,.43259999,.1416,.30819997,.20389999,0,.1176,0,0,0,100
2,Alabama Teachers,0,0,2012,2012 Alabama RS CAFR p 69,,JFP,.60409999,.47009999,.134,.29319999,.1823,0,.1027,0,0,0,100
2,Alabama Teachers,0,0,2013,2013 Alabama RS CAFR p 70,,JFP,.65470004,.51120001,.1435,.2499,.17040001,0,.095399998,0,0,0,100
2,Alabama Teachers,0,0,2014,2014 Alabama RS CAFR p 74,,JFP,.66820002,.53349996,.1347,.23729999,.1567,0,.094499998,0,0,0,100
2,Alabama Teachers,0,0,2015,2015 Alabama RS CAFR p 94,,CM,.6322,.51779997,.1144,.26500002,.16790001,0,.1028,0,0,0,100
3,Alaska PERS,0,0,2001,2001 Alaska PERS CAFR p 55,,JFP,.61129999,.43830001,.17299999,.31580001,.26820001,.047600001,.072899997,0,0,0,100
3,Alaska PERS,0,0,2002,2002 Alaska PERS CAFR p 60,,JFP,.56630003,.38339999,.18290001,.3554,.32169998,.0337,.078299999,0,0,0,100
3,Alaska PERS,0,0,2003,2003 Alaska PERS CAFR p 62,,JFP,.59790003,.42320001,.17469999,.3321,.29479998,.037300002,.07,0,0,0,100
3,Alaska PERS,0,0,2004,2004 Alaska PERS CAFR p 61,,JFP,.58249998,.40349999,.17899999,.30669999,.2703,.036400001,.076899998,0,.032899998,.001,100
3,Alaska PERS,0,0,2005,2005 Alaska PERS CAFR p 70,,JFP,.5553,.38389999,.1714,.27590001,.2226,.0372,.0964,0,.068700001,.0037,100
3,Alaska PERS,0,0,2006,2006 Alaska PERS CAFR p 80,,JFP,.5535,.382,.1715,.25269997,.21620001,.0209,.1004,0,.0858,.0076000001,100
3,Alaska PERS,0,0,2007,2007 Alaska PERS CAFR p 97,,JFP,.55759996,.36210001,.19549999,.21630001,.18010001,.0185,.1087,0,.10569999,.0117,100
3,Alaska PERS,0,0,2008,2008 Alaska PERS CAFR p 100,,JFP,.5054,.32810003,.17729999,.20979999,.1582,.0211,.125,0,.12709999,.032699998,100
3,Alaska PERS,0,0,2009,2009 Alaska PERS CAFR p 110,,JFP,.51389998,.3233,.19059999,.1585,0,0,0,.0061000003,.3215,0,100
3,Alaska PERS,0,0,2010,2010 Alaska PERS CAFR p 96,,JFP,.49970001,.289,.21069999,.1891,0,0,0,.0119,.29929999,0,100.00001
3,Alaska PERS,0,0,2011,2011 Alaska PERS CAFR p 96,,JFP,.53850001,.29879999,.23969999,.16530001,0,0,0,.0074,.2888,0,99.999992
3,Alaska PERS,0,0,2012,2012 Alaska PERS CAFR p 98,,JFP,.51380002,.29680002,.21700001,.16280001,0,0,0,.016799999,.3066,0,100
3,Alaska PERS,0,0,2013,2013 Alaska PERS CAFR p 98,,JFP,.55000001,.32630002,.2237,.13229999,0,0,0,.0119,.30579999,0,100
3,Alaska PERS,0,0,2014,2014 Alaska PERS CAFR p 95,,JFP,.51539999,.27129999,.2441,.1205,0,0,0,.032699998,.33140001,0,100
3,Alaska PERS,0,0,2015,2015 Alaska PERS CAFR p 94,,TP,.5201,.27169999,.2484,.1188,0,0,0,.0177,.3434,0,100
4,Alaska Teachers,0,0,2001,2001 Alaska TRS CAFR p 55,,JFP,.61059999,.43779999,.1728,.3168,.26930001,.047499999,.0726,0,0,0,100.00001
4,Alaska Teachers,0,0,2002,2002 Alaska TRS CAFR p 79,,JFP,.56459999,.38229999,.1823,.35699999,.32339999,.033599999,.078400001,0,0,0,100
4,Alaska Teachers,0,0,2003,2003 Alaska TRS CAFR p 62,,JFP,.5959,.42169997,.1742,.33430001,.29719999,.037100002,.069799997,0,0,0,100.00001
4,Alaska Teachers,0,0,2004,2004 Alaska TRS CAFR p 59,,JFP,.58109999,.403,.17809999,.30930001,.27290002,.036400001,.0757,0,.032899998,.001,100
4,Alaska Teachers,0,0,2005,2005 Alaska TRS CAFR p 70,,JFP,.5535,.38259998,.1709,.27829999,.2251,.037100002,0,0,.16450001,.0037,100.00001
4,Alaska Teachers,0,0,2006,2006 Alaska TRS CAFR p 78,,JFP,.55259997,.38119999,.1714,.25389999,.2174,.0209,0,0,.1859,.0076000001,99.999992
4,Alaska Teachers,0,0,2007,2007 Alaska TRS CAFR p 95,,JFP,.55589998,.36099997,.19489999,.21710001,.18100001,.0184,0,0,.21529999,.0117,100
4,Alaska Teachers,0,0,2008,2008 Alaska TRS CAFR p 98,,JFP,.5079,.33020002,.1777,.2042,.1523,.021199999,0,0,.25369999,.034200002,100
4,Alaska Teachers,0,0,2009,2009 Alaska TRS CAFR p 108,,JFP,.52169997,.32910001,.1926,.154,0,0,0,.0055999998,.31870002,0,100
4,Alaska Teachers,0,0,2010,2010 Alaska TRS CAFR p 93,,JFP,.5007,.2895,.21120001,.1874,0,0,0,.0099999998,.3019,0,100
4,Alaska Teachers,0,0,2011,2011 Alaska TRS CAFR p 97,,JFP,.54040003,.2999,.24049999,.16339999,0,0,0,.0052,.29100001,0,100
4,Alaska Teachers,0,0,2012,2012 Alaska TRS CAFR p 96,,JFP,.51310003,.29639998,.2167,.16059999,0,0,0,.020199999,.30610001,0,100
4,Alaska Teachers,0,0,2013,2013 Alaska TRS CAFR p 92,,JFP,.54970002,.32609999,.2236,.1322,0,0,0,.012300001,.30579999,0,100
4,Alaska Teachers,0,0,2014,2014 Alaska TRS CAFR p 93,,JFP,.51539999,.27129999,.2441,.1205,0,0,0,.032699998,.33140001,0,100
4,Alaska Teachers,0,0,2015,2015 Alaska TRS CAFR p 92,,TP,.52029997,.27169999,.24860001,.1189,0,0,0,.017200001,.34359998,0,100
5,Arizona Public Safety Personnel,0,0,2001,,,,.67790002,.67790002,0,.26639998,.26639998,0,0,.023399999,0,.032299999,100
5,Arizona Public Safety Personnel,0,0,2002,,,,.60350001,.60350001,0,.30520001,.30520001,0,0,.037,0,.054299999,99.999992
5,Arizona Public Safety Personnel,0,0,2003,,,,.61180001,.61180001,0,.2674,.2674,0,0,.064400002,0,.056399997,100
5,Arizona Public Safety Personnel,0,0,2004,2008 PSPRS CAFR p 59,,JFP,.72230005,.71569997,.0066000004,.18030001,0,0,.052399997,.041999999,.003,0,100
5,Arizona Public Safety Personnel,0,0,2005,2008 PSPRS CAFR p 59,,JFP,.69859999,.69309998,.0055,.19930001,0,0,.039500002,.059799999,.0027999999,0,100
5,Arizona Public Safety Personnel,0,0,2006,2008 PSPRS CAFR p 59,,JFP,.70459998,.6918,.0128,.21360001,0,0,.027000001,.048699997,.0061000003,0,100
5,Arizona Public Safety Personnel,0,0,2007,2008 PSPRS CAFR p 59,,JFP,.73110002,.65099996,.0801,.20370001,0,0,.0228,.030199999,.012200001,0,100
5,Arizona Public Safety Personnel,0,0,2008,2008 PSPRS CAFR p 59,,JFP,.65730006,.49860001,.1587,.2492,0,0,.046100002,.0294,.017999999,0,100.00001
5,Arizona Public Safety Personnel,0,0,2009,2009 PSPRS CAFR p 46,,JFP,.54839998,.3563,.19209999,.31940001,0,0,.090500005,.014400001,.0273,0,100.00001
5,Arizona Public Safety Personnel,0,0,2010,2010 PSPRS CAFR p 50,,JFP,.4095,.23979999,.1697,.18959999,0,0,.098700002,.0107,.19060001,.096099995,99.520004
5,Arizona Public Safety Personnel,0,0,2011,2011 PSPRS CAFR p 52,,JFP,.3536,.2025,.15109999,.1856,0,0,.10640001,.016000001,.2494,.088999994,100
5,Arizona Public Safety Personnel,0,0,2012,2012 PSPRS CAFR p 52,,JFP,.33360001,.19229999,.14130001,.13779999,0,0,.1274,.022,.29319999,.086000003,99.999992
5,Arizona Public Safety Personnel,0,0,2013,2013 PSPRS CAFR p 54,,JFP,.32300004,.18200001,.141,.1109,0,0,.13229999,.0177,.32589999,.090200007,100
5,Arizona Public Safety Personnel,0,0,2014,2014 PSPRS CAFR p 50,,JFP,.3046,.1649,.1397,.094499998,0,0,.1075,.038900003,.36660004,.087899998,100.00001
5,Arizona Public Safety Personnel,0,0,2015,2015 PSPRS CAFR p 33,,TP,.29910001,.15609999,.14300001,.075999998,0,0,.099300005,.0385,.39930001,.087799996,100
6,Arizona SRS,0,0,2001,2001 SRS CAFR p 61,,MGN,.73900002,.58999997,.14899999,.26100001,0,0,0,0,0,0,100
6,Arizona SRS,0,0,2002,2002 SRS CAFR p 73,,MGN,.67629999,.67629999,0,.28959998,0,0,.0016,.032600001,0,0,100.01
6,Arizona SRS,0,0,2003,2003 SRS CAFR p 64,,MGN,.6214,.6214,0,.2228,0,0,.0014,.15439999,0,0,100
6,Arizona SRS,0,0,2004,2004 SRS CAFR p 76,,MGN,.55330002,.55330002,0,.2016,0,0,.001,.2441,0,0,100
6,Arizona SRS,0,0,2005,2005 SRS CAFR p 72,,MGN,.69800001,.69800001,0,.229,0,0,.001,.071999997,0,0,100
6,Arizona SRS,0,0,2006,2006 SRS CAFR p 78,,MGN,.69199997,.69199997,0,.241,0,0,.0099999998,.056999996,0,0,99.999992
6,Arizona SRS,0,0,2007,2007 SRS CAFR p 78,,JFP,.704,0,0,.22,0,0,.0080000004,.068000004,0,0,100.00001
6,Arizona SRS,0,0,2008,2008 SRS CAFR p 86,,JFP,.67400002,0,0,.264,0,0,.02,.034000002,.0049999999,.003,100.00001
6,Arizona SRS,0,0,2009,2009 SRS CAFR p 86,,JFP,.648,0,0,.25999999,0,0,.027999999,.043000001,.012999999,.0080000004,100.00002
6,Arizona SRS,0,0,2010,2010 SRS CAFR p 90,,JFP,.65289998,0,0,.2366,0,0,.0309,.0458,.020499999,.013300001,100
6,Arizona SRS,0,0,2011,2011 SRS CAFR p 89,,JFP,.6329,0,0,.21049999,0,0,.041199997,.072899997,.029100001,.013400001,100
6,Arizona SRS,0,0,2012,2012 SRS CAFR p 88,,JFP,.62760001,.45580003,.1718,.19459999,0,0,.0517,.054099999,.048299998,.023699999,100.00001
6,Arizona SRS,0,0,2013,2013 SRS CAFR p 87,2013 reporting duplicate percentages,MGN,.62760001,.45580003,.1718,.19459999,0,0,.0517,.054099999,.048299998,.023699999,100.00001
6,Arizona SRS,0,0,2014,2014 SRS CAFR p 87,,JFP(CM),.62,.31600001,.207,.19700001,0,0,.059,.049000002,.061999999,.0099999998,99.699997
6,Arizona SRS,0,0,2015,2015 SRS CAFR p 71,,TP,.523,.289,.234,.21700001,0,0,.067000002,.039999999,.071999997,.081,99.999992
7,Arkansas PERS,0,0,2001,2001 PERS CAFR p 41,,JFP,.495,.40099999,.093999997,.43400002,0,0,0,0,.068000004,.003,100.00001
7,Arkansas PERS,0,0,2002,2002 PERS CAFR p 46,,JFP,.49599999,.40099999,.094999999,.435,0,0,0,.003,.066,0,100
7,Arkansas PERS,0,0,2003,2003 PERS CAFR p 45,,JFP,.53200001,.42700002,.105,.38900003,0,0,0,.001,.078000002,0,100.00001
7,Arkansas PERS,0,0,2004,2004 PERS CAFR p 44,,JFP,.71099997,.52999997,.18100001,.215,0,0,0,.0099999998,.064000003,0,100
7,Arkansas PERS,0,0,2005,2005 PERS CAFR p 41,,JFP,.69800001,.509,.189,.215,0,0,0,.0040000002,.083000004,0,100.00001
7,Arkansas PERS,0,0,2006,2006 PERS CAFR p 41,,JFP,.71399999,.5,.214,.19499999,0,0,0,.0020000001,.088999994,0,100
7,Arkansas PERS,0,0,2007,2007 PERS CAFR p 41,,JFP,.69599998,.48099998,.215,.17899999,0,0,0,.0049999999,.12,0,100
7,Arkansas PERS,0,0,2008,2008 PERS CAFR p 43,,JFP,.64969999,.45299998,.19670001,.19770001,0,0,0,.0036000002,.14899999,0,100.00001
7,Arkansas PERS,0,0,2009,2009 PERS CAFR p 41,,JFP,.62800002,.46400002,.16399999,.24200001,0,0,0,.003,.127,0,100
7,Arkansas PERS,0,0,2010,2010 PERS CAFR p 41,,JFP,.63,.46900001,.161,.233,0,0,0,.003,.134,0,100.00001
7,Arkansas PERS,0,0,2011,2011 PERS CAFR p 44,,JFP,.67000002,.49599999,.17399999,.19700001,0,0,0,.0040000002,.12899999,0,100
7,Arkansas PERS,0,0,2012,2012 PERS CAFR p 59,,JFP,.63800001,.40700001,.23100001,.219,0,0,0,.0069999998,.13600001,0,100
7,Arkansas PERS,0,0,2013,2013 PERS CAFR p 62,,JFP,.64999998,.40000001,.25,.18000001,0,0,0,0,.17,.0099999998,101
7,Arkansas PERS,0,0,2014,2014 PERS CAFR p 99,,JFP,.67300004,.41299999,.25999999,.15700001,0,0,0,0,.16399999,.0060000001,100
7,Arkansas PERS,0,0,2015,2015 PERS CAFR p 62 . P 84,,CM,.67199999,.42200002,.25,.15899999,0,0,0,.0049999999,.16399999,0,100
8,Arkansas Teachers,0,0,2001,2001 ATRS CAFR p 41,,JFP,.53500003,.414,.12100001,.27599999,0,0,.0069999998,.093000002,.088999994,0,100
8,Arkansas Teachers,0,0,2002,2002 ATRS CAFR p 39,,JFP,.52200001,.39500001,.127,.34,0,0,.07,.0060000001,.061999999,0,99.999992
8,Arkansas Teachers,0,0,2003,2003 ATRS CAFR p 38,,JFP,.505,.34900001,.156,.26899999,0,0,.079999998,.0069999998,.072999999,.066,100
8,Arkansas Teachers,0,0,2004,2004 ATRS CAFR p 38,,JFP,.58100003,.40400001,.177,.18000001,0,0,.074000001,.050000001,.064000003,.050999999,100.00001
8,Arkansas Teachers,0,0,2005,2005 ATRS CAFR p 37,,JFP,.61400002,.43099999,.183,.23200001,0,0,.054000001,.0040000002,.061000001,.035,100.00001
8,Arkansas Teachers,0,0,2006,2006 ATRS CAFR p 37,,JFP,.63,.43200001,.198,.22799999,0,0,.061000001,.0060000001,.055,.02,100
8,Arkansas Teachers,0,0,2007,2007 ATRS CAFR p 37,,JFP,.63,.44099998,.189,.22499999,0,0,.071999997,.0049999999,.051999997,.016000001,99.999992
8,Arkansas Teachers,0,0,2008,2008 ATRS CAFR p 39,,JFP,.56900001,.264,.30500001,.252,0,0,.071000002,.021,.086000003,0,99.900002
8,Arkansas Teachers,0,0,2009,2009 ATRS CAFR p 45,,JFP,.55000001,.26100001,.289,.26800001,0,0,.071000002,.0040000002,.108,0,100.10001
8,Arkansas Teachers,0,0,2010,2010 ATRS CAFR p 46,,JFP,.57200003,.25999999,.31200001,.26100001,0,0,.056999996,.0040000002,.10600001,0,100
8,Arkansas Teachers,0,0,2011,2011 ATRS CAFR p 46,,JFP,.57099998,.27200001,.29899999,.20899999,0,0,.074000001,.027999999,.118,0,100.00001
8,Arkansas Teachers,0,0,2012,2012 ATRS CAFR p 46,,JFP,.55400002,.257,.29700002,.207,0,0,.093999997,.0069999998,.139,0,100.10001
8,Arkansas Teachers,0,0,2013,2013 ATRS CAFR p 46,,JFP/CC,.57700002,.271,.30599999,.18000001,0,0,.090000004,.0060000001,.14700001,0,100
8,Arkansas Teachers,0,0,2014,2014 Asset Allocation PDF ,1Q Report,CC,.60900003,.28,.32900003,.16600001,0,0,.083000004,.003,.139,0,100.00001
8,Arkansas Teachers,0,0,2015,p 28: only target given,,cm,.5,0,0,.2,0,0,0,.003,.30000001,0,100.3
9,California PERF,0,0,2001,2001 CALPERS CAFR p 70,,JFP,.58179998,.4043,.17749999,.2692,.2369,.032299999,.080899999,.0222,.045900002,0,100
9,California PERF,0,0,2002,2002 CALPERS CAFR p 77,,JFP,.56560004,.37919998,.1864,.2825,.2441,.038399998,.086400002,.0188,.046700001,0,99.999992
9,California PERF,0,0,2003,2003 CALPERS CAFR p 81,,JFP,.597,.4057,.19129999,.26269999,.22770001,.035,.080299996,.0088,.051199999,0,100
9,California PERF,0,0,2004,2004 CALPERS CAFR p 80,,JFP,.61580002,.41389999,.20190001,.25830001,.2296,.0287,.0726,.0067000003,.046599999,0,100
9,California PERF,0,0,2005,2005 CALPERS CAFR p 86,,JFP,.60780001,.4025,.2053,.2877,.2638,.0239,.0506,.0018000001,.052099999,0,100
9,California PERF,0,0,2006,2006 CALPERS CAFR p 77,,JFP,.61900002,.4041,.2149,.24790001,.2216,.026300002,.072499998,.0031999999,.057399999,0,100
9,California PERF,0,0,2007,2007 CALPERS CAFR p 92,,JFP,.60080004,.40369999,.19709998,.24570002,.2229,.0228,.079099998,.0069999998,.067400001,0,99.999992
9,California PERF,0,0,2008,2008 CALPERS CAFR p 94,,JFP,.51669997,.31190002,.20479999,.25310001,.23540001,.0177,.092,.017100001,.1014,.0197,99.999992
9,California PERF,0,0,2009,2009 CALPERS CAFR p 89,,JFP,.4375,.2085,.229,.28150001,.26359999,.017899999,.073699996,.064800002,.1188,.023699999,100.00001
9,California PERF,0,0,2010,2010 CALPERS CAFR p 97,,JFP,.45120004,.21120001,.23999999,.26190001,.24950001,.0124,.0744,.0469,.1409,.024700001,100.00002
9,California PERF,0,0,2011,2011 CALPERS CAFR p 97,,JFP,.48760003,.2351,.2525,.2217,.2053,.0164,.079800002,.033299997,.1437,.0339,100.00001
9,California PERF,0,0,2012,2012 CALPERS CAFR p 101,,JFP,.48599997,.252,.234,.214,.199,.015,0,.018999999,.25100002,.029999999,100
9,California PERF,0,0,2013,2013 CALPERS CAFR p 111,,MGN,.50599998,0,0,.199,0,0,0,.032000002,.22799999,.035,100
9,California PERF,0,0,2014,2014 CALPERS CAFR p 105,,CM,.51999998,0,0,.23999999,0,0,0,.029999999,.20999999,0,100
9,California PERF,0,0,2015,2015 CALPERS CAFR p 107 ,,TP,.50999999,0,.50999999,.25999999,0,0,0,.029999999,.2,0,100
10,California Teachers,0,0,2001,2001 CALSTRS CAFR p 43,,JFP,.61300004,.38900003,.22399999,.27399999,0,0,.050999999,.017999999,.044,0,100.00001
10,California Teachers,0,0,2002,2002 CALSTRS CAFR p 50, ,JFP,.611,.39200002,.219,.28,0,0,.051999997,.012999999,.044,0,100
10,California Teachers,0,0,2003,2003 CALSTRS CAFR p 53,,JFP,.61000001,.40900001,.20100001,.26800001,0,0,.046,.025999999,.050000001,0,100
10,California Teachers,0,0,2004,2004 CALSTRS CAFR p 50,,JFP,.66199994,.435,.22700001,.233,0,0,.046999998,.011,.046999998,0,99.999992
10,California Teachers,0,0,2005,2005 CALSTRS CAFR p 56,,JFP,.63800001,.428,.20999999,.244,0,0,.055,.0089999996,.054000001,0,100
10,California Teachers,0,0,2006,2006 CALSTRS CAFR p 56,,JFP,.64300001,.41999999,.22299999,.221,0,0,.074000001,.0020000001,.059999999,0,100
10,California Teachers,0,0,2007,2007 CALSTRS CAFR p 60,,JFP,.62199998,.40900001,.213,.205,0,0,.098000005,.001,.074000001,0,100
10,California Teachers,0,0,2008,2008 CALSTRS CAFR p 66,,JFP,.57800001,.38,.198,.192,0,0,.125,.003,.102,0,100
10,California Teachers,0,0,2009,2009 CALSTRS CAFR p 68,,JFP,.542,0,0,.21799999,0,0,.10399999,.0080000004,.12800001,0,100.00001
10,California Teachers,0,0,2010,2010 CALSTRS CAFR p 75,,JFP,.51599997,0,0,.219,0,0,.1,.0080000004,.15700001,0,100
10,California Teachers,0,0,2011,2011 CALSTRS CAFR p 87,,JFP,.52999997,0,0,.176,0,0,.12100001,.0069999998,.16600001,0,99.999992
10,California Teachers,0,0,2012,2012 CALSTRS CAFR p 90,,JFP,.498,0,0,.183,0,0,.145,.017999999,.154,.0020000001,100
10,California Teachers,0,0,2013,2013 CALSTRS CAFR p 40,,MGN,.53600001,0,0,.168,0,0,.138,.016000001,.138,.0040000002,100
10,California Teachers,0,0,2014,2014 CALSTRS CAFR p 134,,TP,.57300001,0,0,.155,0,0,.117,.025,.123,.0069999998,100
10,California Teachers,0,0,2015,2015 CALSTRS CAFR p 94,,TP,.574,0,0,.15700001,0,0,.127,.017999999,.116,.0080000004,100
11,Chicago Teachers,0,0,2001,2001 CTPF CAFR p 45,,JFP,.61000001,0,0,.28,0,0,.059999999,.050000001,0,0,100
11,Chicago Teachers,0,0,2002,2002 CTPF CAFR p 54,,JFP,.55400002,.449,.105,.31799999,0,0,.083999999,.035,.0089999996,0,100
11,Chicago Teachers,0,0,2003,2003 CTPF CAFR p 21,,JFP,.56,.46000001,.1,.30500001,0,0,.079000004,.044,.012,0,100
11,Chicago Teachers,0,0,2004,2004 CTPF CAFR p 20,,JFP,.61900002,.50099999,.118,.25999999,0,0,.068999998,.037999999,.014,0,100.00001
11,Chicago Teachers,0,0,2005,2005 CTPF CAFR p 53,,JFP,.62099999,.493,.12800001,.249,0,0,.075999998,.035999998,.017999999,0,100
11,Chicago Teachers,0,0,2006,2006 CTPF CAFR p 21,,JFP,.62300003,.477,.146,.234,0,0,.083999999,.035999998,.023,0,100.00001
11,Chicago Teachers,0,0,2007,2007 CTPF CAFR p 19,,JFP,.65199995,.43900001,.213,.20799999,0,0,.081999995,.034000002,.024,0,100
11,Chicago Teachers,0,0,2008,2008 CTPF CAFR p 55,,JFP,.60799998,.39500001,.213,.222,0,0,.101,.043000001,.025999999,0,100
11,Chicago Teachers,0,0,2009,2009 CTPF CAFR p 53,,JFP,.55300003,.35900003,.19399999,.245,0,0,.086999997,.056999996,.058000002,0,100
11,Chicago Teachers,0,0,2010,2010 CTPF CAFR p 59,,JFP,.57099998,.37,.20100001,.20799999,0,0,.086000003,.064000003,.071000002,0,99.999992
11,Chicago Teachers,0,0,2011,2011 CTPF CAFR p 61,,JFP,.61000001,.38799998,.222,.17299999,0,0,.094999999,.048,.073999994,0,100.00001
11,Chicago Teachers,0,0,2012,2012 CTPF CAFR p 59,,JFP,.55900002,.33700001,.222,.199,0,0,.10600001,.056999996,.079000004,0,100
11,Chicago Teachers,0,0,2013,2013 CTPF CAFR p 59,,JFP,.60000002,.33000001,.27000001,.17299999,0,0,.107,.055,.064999998,0,100
11,Chicago Teachers,0,0,2014,2014 CTPF CAFR p 23,,JFP,.58999997,.31999999,.27000001,.183,0,0,.092,.083000004,.052000001,0,100
11,Chicago Teachers,0,0,2015,2015 CTPF CAFR p 22,,TP,.60400003,.333,.271,.19600001,0,0,.11,.035999998,.054000001,0,100
12,City of Austin ERS,0,0,2001,,,,.69,.52999997,.16,.30000001,0,0,0,0,0,0,99
12,City of Austin ERS,0,0,2002,,,,.63,.46000001,.17,.37,0,0,0,0,0,0,100
12,City of Austin ERS,0,0,2003,2003 COAERS CAFR p 60,,JFP,.671,.50300002,.168,.32900003,0,0,0,0,0,0,100
12,City of Austin ERS,0,0,2004,2004 COAERS CAFR p 56,,JFP,.70349997,.51620001,.1873,.26899999,0,0,.027100001,.00039999999,0,0,100
12,City of Austin ERS,0,0,2005,2005 COAERS CAFR p 61,,JFP,.64579999,.4738,.17200001,.29860002,0,0,.0539,.0017,0,0,100
12,City of Austin ERS,0,0,2006,2006 COAERS CAFR p 63,,JFP,.67740005,.48240003,.19499999,.26860002,0,0,.053300001,.00069999998,0,0,100.00001
12,City of Austin ERS,0,0,2007,2007 COAERS CAFR p 70,,JFP,.65359998,.426,.22760001,.29100001,0,0,.054099999,.0013,0,0,99.999992
12,City of Austin ERS,0,0,2008,2008 COAERS CAFR p 76,,JFP,.56999999,.29820001,.27180001,.3698,0,0,.0557,.0044999998,0,0,99.999992
12,City of Austin ERS,0,0,2009,2009 COAERS CAFR p 76,,JFP,.67580003,.3154,.36040002,.2906,0,0,.031199999,.0023999999,0,0,100
12,City of Austin ERS,0,0,2010,2010 COAERS CAFR p 72,,JFP,.68489999,.32799998,.35689998,.26639998,0,0,.048499998,.00019999999,0,0,99.999992
