ppd_id,PlanName,EEGroupID,EEGroupName_check,TierID,TierHireDate_check,BenefitID_BC,fy_start,fy_end,Notes,BenCap_RetAge,BenCap_RetTenure,BenCap_RetPoints,BenCap_RetDate,BenCap_StartDate,BenCap_EndDate,BenCap_ReplacementRate,BenCap_Salary,BenCap_SalaryIndexed,BenCap_benefit,BenCap_BenefitIndexed,NumberofEEGroups,MultipleEEGroupsCoded,EEGroupID_Error,NumberofTiers,MultipleTiersCoded,TierID_Error,NumberofFiscalYears,fy
1,Alabama ERS,4,ALL,1,,1,2012,9999,,,,,,,,.8,,,,,4,0,0,2,0,0,4,2015
1,Alabama ERS,4,ALL,2,,1,2012,9999,,,,,,,,.8,,,,,4,0,0,2,0,0,4,2012
1,Alabama ERS,4,ALL,2,,1,2012,9999,,,,,,,,.8,,,,,4,0,0,2,0,0,4,2013
1,Alabama ERS,4,ALL,2,,1,2012,9999,,,,,,,,.8,,,,,4,0,0,2,0,0,4,2014
1,Alabama ERS,4,ALL,2,,1,2012,9999,,,,,,,,.8,,,,,4,0,0,2,0,0,4,2015
2,Alabama TRS,0,ALL,1,,1,2012,9999,,,,,,,,,,,,,1,0,0,2,1,0,4,2012
2,Alabama TRS,0,ALL,1,,1,2012,9999,,,,,,,,,,,,,1,0,0,2,1,0,4,2013
2,Alabama TRS,0,ALL,1,,1,2012,9999,,,,,,,,,,,,,1,0,0,2,1,0,4,2014
2,Alabama TRS,0,ALL,1,,1,2012,9999,,,,,,,,,,,,,1,0,0,2,1,0,4,2015
2,Alabama TRS,0,ALL,2,,1,2012,9999,,,,,,,,.8,,,,,1,0,0,2,1,0,4,2012
2,Alabama TRS,0,ALL,2,,1,2012,9999,,,,,,,,.8,,,,,1,0,0,2,1,0,4,2013
2,Alabama TRS,0,ALL,2,,1,2012,9999,,,,,,,,.8,,,,,1,0,0,2,1,0,4,2014
2,Alabama TRS,0,ALL,2,,1,2012,9999,,,,,,,,.8,,,,,1,0,0,2,1,0,4,2015
3,Alaska PERS,1,ALL,1,,1,2012,9999,,,,,,,,,,,,,2,0,0,3,0,0,4,2012
3,Alaska PERS,1,ALL,1,,1,2012,9999,,,,,,,,,,,,,2,0,0,3,0,0,4,2013
3,Alaska PERS,1,ALL,1,,1,2012,9999,,,,,,,,,,,,,2,0,0,3,0,0,4,2014
3,Alaska PERS,1,ALL,1,,1,2012,9999,,,,,,,,,,,,,2,0,0,3,0,0,4,2015
3,Alaska PERS,1,ALL,2,,1,2012,9999,,,,,,,,,,,,,2,0,0,3,0,0,4,2012
3,Alaska PERS,1,ALL,2,,1,2012,9999,,,,,,,,,,,,,2,0,0,3,0,0,4,2013
3,Alaska PERS,1,ALL,2,,1,2012,9999,,,,,,,,,,,,,2,0,0,3,0,0,4,2014
3,Alaska PERS,1,ALL,2,,1,2012,9999,,,,,,,,,,,,,2,0,0,3,0,0,4,2015
3,Alaska PERS,1,ALL,3,,1,2012,9999,,,,,,,,,,,,,2,0,0,3,0,0,4,2012
3,Alaska PERS,1,ALL,3,,1,2012,9999,,,,,,,,,,,,,2,0,0,3,0,0,4,2013
3,Alaska PERS,1,ALL,3,,1,2012,9999,,,,,,,,,,,,,2,0,0,3,0,0,4,2014
3,Alaska PERS,1,ALL,3,,1,2012,9999,,,,,,,,,,,,,2,0,0,3,0,0,4,2015
3,Alaska PERS,2,ALL,1,,1,2012,9999,,,,,,,,,,,,,2,0,0,3,0,0,4,2012
3,Alaska PERS,2,ALL,1,,1,2012,9999,,,,,,,,,,,,,2,0,0,3,0,0,4,2013
3,Alaska PERS,2,ALL,1,,1,2012,9999,,,,,,,,,,,,,2,0,0,3,0,0,4,2014
3,Alaska PERS,2,ALL,1,,1,2012,9999,,,,,,,,,,,,,2,0,0,3,0,0,4,2015
3,Alaska PERS,2,ALL,2,,1,2012,9999,,,,,,,,,,,,,2,0,0,3,0,0,4,2012
3,Alaska PERS,2,ALL,2,,1,2012,9999,,,,,,,,,,,,,2,0,0,3,0,0,4,2013
3,Alaska PERS,2,ALL,2,,1,2012,9999,,,,,,,,,,,,,2,0,0,3,0,0,4,2014
3,Alaska PERS,2,ALL,2,,1,2012,9999,,,,,,,,,,,,,2,0,0,3,0,0,4,2015
3,Alaska PERS,2,ALL,3,,1,2012,9999,,,,,,,,,,,,,2,0,0,3,0,0,4,2012
3,Alaska PERS,2,ALL,3,,1,2012,9999,,,,,,,,,,,,,2,0,0,3,0,0,4,2013
3,Alaska PERS,2,ALL,3,,1,2012,9999,,,,,,,,,,,,,2,0,0,3,0,0,4,2014
3,Alaska PERS,2,ALL,3,,1,2012,9999,,,,,,,,,,,,,2,0,0,3,0,0,4,2015
4,Alaska TRS,0,ALL,1,,1,2012,9999,,,,,,,,,,,,,1,0,0,2,0,0,4,2012
4,Alaska TRS,0,ALL,1,,1,2012,9999,,,,,,,,,,,,,1,0,0,2,0,0,4,2013
4,Alaska TRS,0,ALL,1,,1,2012,9999,,,,,,,,,,,,,1,0,0,2,0,0,4,2014
4,Alaska TRS,0,ALL,1,,1,2012,9999,,,,,,,,,,,,,1,0,0,2,0,0,4,2015
4,Alaska TRS,0,ALL,2,,1,2012,9999,,,,,,,,,,,,,1,0,0,2,0,0,4,2012
4,Alaska TRS,0,ALL,2,,1,2012,9999,,,,,,,,,,,,,1,0,0,2,0,0,4,2013
4,Alaska TRS,0,ALL,2,,1,2012,9999,,,,,,,,,,,,,1,0,0,2,0,0,4,2014
4,Alaska TRS,0,ALL,2,,1,2012,9999,,,,,,,,,,,,,1,0,0,2,0,0,4,2015
5,Arizona Public Safety,0,ALL,1,,1,2012,9999,,,,,,,,.8,,,,,1,0,0,2,0,0,4,2012
5,Arizona Public Safety,0,ALL,1,,1,2012,9999,,,,,,,,.8,,,,,1,0,0,2,0,0,4,2013
5,Arizona Public Safety,0,ALL,1,,1,2012,9999,,,,,,,,.8,,,,,1,0,0,2,0,0,4,2014
5,Arizona Public Safety,0,ALL,1,,1,2012,9999,,,,,,,,.8,,,,,1,0,0,2,0,0,4,2015
5,Arizona Public Safety,0,ALL,2,,1,2012,9999,,,,,,,,.8,,,,,1,0,0,2,0,0,4,2012
5,Arizona Public Safety,0,ALL,2,,1,2012,9999,,,,,,,,.8,,,,,1,0,0,2,0,0,4,2013
5,Arizona Public Safety,0,ALL,2,,1,2012,9999,,,,,,,,.8,,,,,1,0,0,2,0,0,4,2014
5,Arizona Public Safety,0,ALL,2,,1,2012,9999,,,,,,,,.8,,,,,1,0,0,2,0,0,4,2015
6,Arizona SRS,1,ALL,1,,1,2012,9999,,,,,,,,,,,,,6,0,0,2,0,0,4,2012
6,Arizona SRS,1,ALL,1,,1,2012,9999,,,,,,,,,,,,,6,0,0,2,0,0,4,2013
6,Arizona SRS,1,ALL,1,,1,2012,9999,,,,,,,,,,,,,6,0,0,2,0,0,4,2014
6,Arizona SRS,1,ALL,1,,1,2012,9999,,,,,,,,,,,,,6,0,0,2,0,0,4,2015
6,Arizona SRS,1,ALL,2,,1,2012,9999,,,,,,,,,,,,,6,0,0,2,0,0,4,2012
6,Arizona SRS,1,ALL,2,,1,2012,9999,,,,,,,,,,,,,6,0,0,2,0,0,4,2013
6,Arizona SRS,1,ALL,2,,1,2012,9999,,,,,,,,,,,,,6,0,0,2,0,0,4,2014
6,Arizona SRS,1,ALL,2,,1,2012,9999,,,,,,,,,,,,,6,0,0,2,0,0,4,2015
6,Arizona SRS,2,ALL,1,,1,2012,9999,,,,,,,,,,,,,6,0,0,2,0,0,4,2012
6,Arizona SRS,2,ALL,1,,1,2012,9999,,,,,,,,,,,,,6,0,0,2,0,0,4,2013
6,Arizona SRS,2,ALL,1,,1,2012,9999,,,,,,,,,,,,,6,0,0,2,0,0,4,2014
6,Arizona SRS,2,ALL,1,,1,2012,9999,,,,,,,,,,,,,6,0,0,2,0,0,4,2015
6,Arizona SRS,2,ALL,2,,1,2012,9999,,,,,,,,,,,,,6,0,0,2,0,0,4,2012
6,Arizona SRS,2,ALL,2,,1,2012,9999,,,,,,,,,,,,,6,0,0,2,0,0,4,2013
6,Arizona SRS,2,ALL,2,,1,2012,9999,,,,,,,,,,,,,6,0,0,2,0,0,4,2014
6,Arizona SRS,2,ALL,2,,1,2012,9999,,,,,,,,,,,,,6,0,0,2,0,0,4,2015
6,Arizona SRS,3,ALL,1,,1,2012,9999,,,,,,,,,,,,,6,0,0,2,0,0,4,2012
6,Arizona SRS,3,ALL,1,,1,2012,9999,,,,,,,,,,,,,6,0,0,2,0,0,4,2013
6,Arizona SRS,3,ALL,1,,1,2012,9999,,,,,,,,,,,,,6,0,0,2,0,0,4,2014
6,Arizona SRS,3,ALL,1,,1,2012,9999,,,,,,,,,,,,,6,0,0,2,0,0,4,2015
6,Arizona SRS,3,ALL,2,,1,2012,9999,,,,,,,,,,,,,6,0,0,2,0,0,4,2012
6,Arizona SRS,3,ALL,2,,1,2012,9999,,,,,,,,,,,,,6,0,0,2,0,0,4,2013
6,Arizona SRS,3,ALL,2,,1,2012,9999,,,,,,,,,,,,,6,0,0,2,0,0,4,2014
6,Arizona SRS,3,ALL,2,,1,2012,9999,,,,,,,,,,,,,6,0,0,2,0,0,4,2015
6,Arizona SRS,4,ALL,1,,1,2012,9999,,,,,,,,,,,,,6,0,0,2,0,0,4,2012
6,Arizona SRS,4,ALL,1,,1,2012,9999,,,,,,,,,,,,,6,0,0,2,0,0,4,2013
6,Arizona SRS,4,ALL,1,,1,2012,9999,,,,,,,,,,,,,6,0,0,2,0,0,4,2014
6,Arizona SRS,4,ALL,1,,1,2012,9999,,,,,,,,,,,,,6,0,0,2,0,0,4,2015
6,Arizona SRS,4,ALL,2,,1,2012,9999,,,,,,,,,,,,,6,0,0,2,0,0,4,2012
6,Arizona SRS,4,ALL,2,,1,2012,9999,,,,,,,,,,,,,6,0,0,2,0,0,4,2013
6,Arizona SRS,4,ALL,2,,1,2012,9999,,,,,,,,,,,,,6,0,0,2,0,0,4,2014
6,Arizona SRS,4,ALL,2,,1,2012,9999,,,,,,,,,,,,,6,0,0,2,0,0,4,2015
6,Arizona SRS,5,ALL,1,,1,2012,9999,,,,,,,,,,,,,6,0,0,2,0,0,4,2012
6,Arizona SRS,5,ALL,1,,1,2012,9999,,,,,,,,,,,,,6,0,0,2,0,0,4,2013
6,Arizona SRS,5,ALL,1,,1,2012,9999,,,,,,,,,,,,,6,0,0,2,0,0,4,2014
6,Arizona SRS,5,ALL,1,,1,2012,9999,,,,,,,,,,,,,6,0,0,2,0,0,4,2015
6,Arizona SRS,5,ALL,2,,1,2012,9999,,,,,,,,,,,,,6,0,0,2,0,0,4,2012
6,Arizona SRS,5,ALL,2,,1,2012,9999,,,,,,,,,,,,,6,0,0,2,0,0,4,2013
6,Arizona SRS,5,ALL,2,,1,2012,9999,,,,,,,,,,,,,6,0,0,2,0,0,4,2014
6,Arizona SRS,5,ALL,2,,1,2012,9999,,,,,,,,,,,,,6,0,0,2,0,0,4,2015
6,Arizona SRS,6,ALL,1,,1,2012,9999,,,,,,,,,,,,,6,0,0,2,0,0,4,2012
6,Arizona SRS,6,ALL,1,,1,2012,9999,,,,,,,,,,,,,6,0,0,2,0,0,4,2013
6,Arizona SRS,6,ALL,1,,1,2012,9999,,,,,,,,,,,,,6,0,0,2,0,0,4,2014
6,Arizona SRS,6,ALL,1,,1,2012,9999,,,,,,,,,,,,,6,0,0,2,0,0,4,2015
6,Arizona SRS,6,ALL,2,,1,2012,9999,,,,,,,,,,,,,6,0,0,2,0,0,4,2012
6,Arizona SRS,6,ALL,2,,1,2012,9999,,,,,,,,,,,,,6,0,0,2,0,0,4,2013
6,Arizona SRS,6,ALL,2,,1,2012,9999,,,,,,,,,,,,,6,0,0,2,0,0,4,2014
6,Arizona SRS,6,ALL,2,,1,2012,9999,,,,,,,,,,,,,6,0,0,2,0,0,4,2015
7,Arkansas PERS,1,ALL,1,,1,2012,9999,,,,,,,,,,,,,3,0,0,3,0,0,4,2012
7,Arkansas PERS,1,ALL,1,,1,2012,9999,,,,,,,,,,,,,3,0,0,3,0,0,4,2013
7,Arkansas PERS,1,ALL,1,,1,2012,9999,,,,,,,,,,,,,3,0,0,3,0,0,4,2014
7,Arkansas PERS,1,ALL,1,,1,2012,9999,,,,,,,,,,,,,3,0,0,3,0,0,4,2015
7,Arkansas PERS,1,ALL,2,,1,2012,9999,,,,,,,,,,,,,3,0,0,3,0,0,4,2012
7,Arkansas PERS,1,ALL,2,,1,2012,9999,,,,,,,,,,,,,3,0,0,3,0,0,4,2013
7,Arkansas PERS,1,ALL,2,,1,2012,9999,,,,,,,,,,,,,3,0,0,3,0,0,4,2014
7,Arkansas PERS,1,ALL,2,,1,2012,9999,,,,,,,,,,,,,3,0,0,3,0,0,4,2015
7,Arkansas PERS,1,ALL,3,,1,2012,9999,,,,,,,,,,,,,3,0,0,3,0,0,4,2012
7,Arkansas PERS,1,ALL,3,,1,2012,9999,,,,,,,,,,,,,3,0,0,3,0,0,4,2013
7,Arkansas PERS,1,ALL,3,,1,2012,9999,,,,,,,,,,,,,3,0,0,3,0,0,4,2014
7,Arkansas PERS,1,ALL,3,,1,2012,9999,,,,,,,,,,,,,3,0,0,3,0,0,4,2015
7,Arkansas PERS,2,ALL,1,,1,2012,9999,,,,,,,,,,,,,3,0,0,3,0,0,4,2012
7,Arkansas PERS,2,ALL,1,,1,2012,9999,,,,,,,,,,,,,3,0,0,3,0,0,4,2013
7,Arkansas PERS,2,ALL,1,,1,2012,9999,,,,,,,,,,,,,3,0,0,3,0,0,4,2014
7,Arkansas PERS,2,ALL,1,,1,2012,9999,,,,,,,,,,,,,3,0,0,3,0,0,4,2015
7,Arkansas PERS,2,ALL,2,,1,2012,9999,,,,,,,,,,,,,3,0,0,3,0,0,4,2012
7,Arkansas PERS,2,ALL,2,,1,2012,9999,,,,,,,,,,,,,3,0,0,3,0,0,4,2013
7,Arkansas PERS,2,ALL,2,,1,2012,9999,,,,,,,,,,,,,3,0,0,3,0,0,4,2014
7,Arkansas PERS,2,ALL,2,,1,2012,9999,,,,,,,,,,,,,3,0,0,3,0,0,4,2015
7,Arkansas PERS,2,ALL,3,,1,2012,9999,,,,,,,,,,,,,3,0,0,3,0,0,4,2012
7,Arkansas PERS,2,ALL,3,,1,2012,9999,,,,,,,,,,,,,3,0,0,3,0,0,4,2013
7,Arkansas PERS,2,ALL,3,,1,2012,9999,,,,,,,,,,,,,3,0,0,3,0,0,4,2014
7,Arkansas PERS,2,ALL,3,,1,2012,9999,,,,,,,,,,,,,3,0,0,3,0,0,4,2015
7,Arkansas PERS,3,ALL,0,,1,2012,9999,,,,,,,,,,,,,3,0,0,1,0,0,4,2012
7,Arkansas PERS,3,ALL,0,,1,2012,9999,,,,,,,,,,,,,3,0,0,1,0,0,4,2013
7,Arkansas PERS,3,ALL,0,,1,2012,9999,,,,,,,,,,,,,3,0,0,1,0,0,4,2014
7,Arkansas PERS,3,ALL,0,,1,2012,9999,,,,,,,,,,,,,3,0,0,1,0,0,4,2015
8,Arkansas Teachers,0,ALL,1,,1,2014,9999,,,,,,,,,,,,,1,0,0,2,0,0,2,2014
8,Arkansas Teachers,0,ALL,1,,1,2014,9999,,,,,,,,,,,,,1,0,0,2,0,0,2,2015
8,Arkansas Teachers,0,ALL,2,,1,2014,9999,,,,,,,,,,,,,1,0,0,2,0,0,2,2014
8,Arkansas Teachers,0,ALL,2,,1,2014,9999,,,,,,,,,,,,,1,0,0,2,0,0,2,2015
9,California PERF,1,State Miscellaneous - Tier 1,1,1/1/1800,1,2012,9999,,,,,,,,,,,,,17,1,0,3,1,0,4,2012
9,California PERF,1,State Miscellaneous - Tier 1,1,1/1/1800,1,2012,9999,,,,,,,,,,,,,17,1,0,3,1,0,4,2013
9,California PERF,1,State Miscellaneous - Tier 1,1,1/1/1800,1,2012,9999,,,,,,,,,,,,,17,1,0,3,1,0,4,2014
9,California PERF,1,State Miscellaneous - Tier 1,1,1/1/1800,1,2012,9999,,,,,,,,,,,,,17,1,0,3,1,0,4,2015
9,California PERF,1,State Miscellaneous - Tier 1,2, 1/15/2011,1,2012,9999,,,,,,,,,,,,,17,1,0,3,1,0,4,2012
9,California PERF,1,State Miscellaneous - Tier 1,2, 1/15/2011,1,2012,9999,,,,,,,,,,,,,17,1,0,3,1,0,4,2013
9,California PERF,1,State Miscellaneous - Tier 1,2, 1/15/2011,1,2012,9999,,,,,,,,,,,,,17,1,0,3,1,0,4,2014
9,California PERF,1,State Miscellaneous - Tier 1,2, 1/15/2011,1,2012,9999,,,,,,,,,,,,,17,1,0,3,1,0,4,2015
9,California PERF,1,State Miscellaneous - Tier 1,3,  1/1/2013,1,2013,9999,,,,,,,,,113.7,,,,17,1,0,3,1,0,3,2013
9,California PERF,1,State Miscellaneous - Tier 1,3,  1/1/2013,1,2013,9999,,,,,,,,,113.7,,,,17,1,0,3,1,0,3,2014
9,California PERF,1,State Miscellaneous - Tier 1,3,  1/1/2013,1,2013,9999,,,,,,,,,113.7,,,,17,1,0,3,1,0,3,2015
9,California PERF,2,State Miscellaneous - Tier 2,1,1/1/1800,1,2012,9999,,,,,,,,,,,,,17,1,0,3,1,0,4,2012
9,California PERF,2,State Miscellaneous - Tier 2,1,1/1/1800,1,2012,9999,,,,,,,,,,,,,17,1,0,3,1,0,4,2013
9,California PERF,2,State Miscellaneous - Tier 2,1,1/1/1800,1,2012,9999,,,,,,,,,,,,,17,1,0,3,1,0,4,2014
9,California PERF,2,State Miscellaneous - Tier 2,1,1/1/1800,1,2012,9999,,,,,,,,,,,,,17,1,0,3,1,0,4,2015
9,California PERF,2,State Miscellaneous - Tier 2,2, 1/15/2011,1,2012,9999,,,,,,,,,,,,,17,1,0,3,1,0,4,2012
9,California PERF,2,State Miscellaneous - Tier 2,2, 1/15/2011,1,2012,9999,,,,,,,,,,,,,17,1,0,3,1,0,4,2013
9,California PERF,2,State Miscellaneous - Tier 2,2, 1/15/2011,1,2012,9999,,,,,,,,,,,,,17,1,0,3,1,0,4,2014
9,California PERF,2,State Miscellaneous - Tier 2,2, 1/15/2011,1,2012,9999,,,,,,,,,,,,,17,1,0,3,1,0,4,2015
9,California PERF,2,State Miscellaneous - Tier 2,3,  1/1/2013,1,2013,9999,,,,,,,,,113.7,,,,17,1,0,3,1,0,3,2013
9,California PERF,2,State Miscellaneous - Tier 2,3,  1/1/2013,1,2013,9999,,,,,,,,,113.7,,,,17,1,0,3,1,0,3,2014
9,California PERF,2,State Miscellaneous - Tier 2,3,  1/1/2013,1,2013,9999,,,,,,,,,113.7,,,,17,1,0,3,1,0,3,2015
9,California PERF,4,State Industrial - Tier 1,1,1/1/1800,1,2012,9999,,,,,,,,,,,,,17,1,0,3,1,0,4,2012
9,California PERF,4,State Industrial - Tier 1,1,1/1/1800,1,2012,9999,,,,,,,,,,,,,17,1,0,3,1,0,4,2013
9,California PERF,4,State Industrial - Tier 1,1,1/1/1800,1,2012,9999,,,,,,,,,,,,,17,1,0,3,1,0,4,2014
9,California PERF,4,State Industrial - Tier 1,1,1/1/1800,1,2012,9999,,,,,,,,,,,,,17,1,0,3,1,0,4,2015
9,California PERF,4,State Industrial - Tier 1,2, 1/15/2011,1,2012,9999,,,,,,,,,,,,,17,1,0,3,1,0,4,2012
9,California PERF,4,State Industrial - Tier 1,2, 1/15/2011,1,2012,9999,,,,,,,,,,,,,17,1,0,3,1,0,4,2013
9,California PERF,4,State Industrial - Tier 1,2, 1/15/2011,1,2012,9999,,,,,,,,,,,,,17,1,0,3,1,0,4,2014
9,California PERF,4,State Industrial - Tier 1,2, 1/15/2011,1,2012,9999,,,,,,,,,,,,,17,1,0,3,1,0,4,2015
9,California PERF,4,State Industrial - Tier 1,3,  1/1/2013,1,2013,9999,,,,,,,,,113.7,,,,17,1,0,3,1,0,3,2013
9,California PERF,4,State Industrial - Tier 1,3,  1/1/2013,1,2013,9999,,,,,,,,,113.7,,,,17,1,0,3,1,0,3,2014
9,California PERF,4,State Industrial - Tier 1,3,  1/1/2013,1,2013,9999,,,,,,,,,113.7,,,,17,1,0,3,1,0,3,2015
9,California PERF,5,State Industrial - Tier 2,1,1/1/1800,1,2012,9999,,,,,,,,,,,,,17,1,0,3,1,0,4,2012
9,California PERF,5,State Industrial - Tier 2,1,1/1/1800,1,2012,9999,,,,,,,,,,,,,17,1,0,3,1,0,4,2013
9,California PERF,5,State Industrial - Tier 2,1,1/1/1800,1,2012,9999,,,,,,,,,,,,,17,1,0,3,1,0,4,2014
9,California PERF,5,State Industrial - Tier 2,1,1/1/1800,1,2012,9999,,,,,,,,,,,,,17,1,0,3,1,0,4,2015
9,California PERF,5,State Industrial - Tier 2,2, 1/15/2011,1,2012,9999,,,,,,,,,,,,,17,1,0,3,1,0,4,2012
9,California PERF,5,State Industrial - Tier 2,2, 1/15/2011,1,2012,9999,,,,,,,,,,,,,17,1,0,3,1,0,4,2013
9,California PERF,5,State Industrial - Tier 2,2, 1/15/2011,1,2012,9999,,,,,,,,,,,,,17,1,0,3,1,0,4,2014
9,California PERF,5,State Industrial - Tier 2,2, 1/15/2011,1,2012,9999,,,,,,,,,,,,,17,1,0,3,1,0,4,2015
9,California PERF,5,State Industrial - Tier 2,3,  1/1/2013,1,2013,9999,,,,,,,,,113.7,,,,17,1,0,3,1,0,3,2013
9,California PERF,5,State Industrial - Tier 2,3,  1/1/2013,1,2013,9999,,,,,,,,,113.7,,,,17,1,0,3,1,0,3,2014
9,California PERF,5,State Industrial - Tier 2,3,  1/1/2013,1,2013,9999,,,,,,,,,113.7,,,,17,1,0,3,1,0,3,2015
9,California PERF,7,State Safety,1,1/1/1800,1,2012,9999,,,,,,,,,,,,,17,1,0,3,1,0,4,2012
9,California PERF,7,State Safety,1,1/1/1800,1,2012,9999,,,,,,,,,,,,,17,1,0,3,1,0,4,2013
9,California PERF,7,State Safety,1,1/1/1800,1,2012,9999,,,,,,,,,,,,,17,1,0,3,1,0,4,2014
9,California PERF,7,State Safety,1,1/1/1800,1,2012,9999,,,,,,,,,,,,,17,1,0,3,1,0,4,2015
9,California PERF,7,State Safety,2, 1/15/2011,1,2012,9999,,,,,,,,,,,,,17,1,0,3,1,0,4,2012
9,California PERF,7,State Safety,2, 1/15/2011,1,2012,9999,,,,,,,,,,,,,17,1,0,3,1,0,4,2013
9,California PERF,7,State Safety,2, 1/15/2011,1,2012,9999,,,,,,,,,,,,,17,1,0,3,1,0,4,2014
9,California PERF,7,State Safety,2, 1/15/2011,1,2012,9999,,,,,,,,,,,,,17,1,0,3,1,0,4,2015
9,California PERF,7,State Safety,3,  1/1/2013,1,2013,9999,,,,,,,,,113.7,,,,17,1,0,3,1,0,3,2013
9,California PERF,7,State Safety,3,  1/1/2013,1,2013,9999,,,,,,,,,113.7,,,,17,1,0,3,1,0,3,2014
9,California PERF,7,State Safety,3,  1/1/2013,1,2013,9999,,,,,,,,,113.7,,,,17,1,0,3,1,0,3,2015
9,California PERF,8,State Peace Officers & Firefighters,1,1/1/1800,1,2012,9999,,,,,,,,,,,,,17,1,0,3,1,0,4,2012
9,California PERF,8,State Peace Officers & Firefighters,1,1/1/1800,1,2012,9999,,,,,,,,,,,,,17,1,0,3,1,0,4,2013
9,California PERF,8,State Peace Officers & Firefighters,1,1/1/1800,1,2012,9999,,,,,,,,,,,,,17,1,0,3,1,0,4,2014
9,California PERF,8,State Peace Officers & Firefighters,1,1/1/1800,1,2012,9999,,,,,,,,,,,,,17,1,0,3,1,0,4,2015
9,California PERF,8,State Peace Officers & Firefighters,2, 1/15/2011,1,2012,9999,,,,,,,,,,,,,17,1,0,3,1,0,4,2012
9,California PERF,8,State Peace Officers & Firefighters,2, 1/15/2011,1,2012,9999,,,,,,,,,,,,,17,1,0,3,1,0,4,2013
9,California PERF,8,State Peace Officers & Firefighters,2, 1/15/2011,1,2012,9999,,,,,,,,,,,,,17,1,0,3,1,0,4,2014
9,California PERF,8,State Peace Officers & Firefighters,2, 1/15/2011,1,2012,9999,,,,,,,,,,,,,17,1,0,3,1,0,4,2015
9,California PERF,8,State Peace Officers & Firefighters,3,  1/1/2013,1,2013,9999,,,,,,,,,113.7,,,,17,1,0,3,1,0,3,2013
